id,agentURL,price,addr,daftURL,longitude,latitude
302,NULL,"€1,300 Per month","Connaught Street, Phibsborough, Dublin 7",http://www.daft.ie/dublin/apartments-for-rent/phibsborough/connaught-street-phibsborough-dublin-1898075/,-6.278074,53.363081
303,NULL,€750 Per month,"Alexandra College, Milltown, Dublin 6",http://www.daft.ie/dublin/apartments-for-rent/milltown/alexandra-college-milltown-dublin-1887263/,-6.251495,53.31064
304,NULL,€795 Per month,"., Inchicore, Dublin 8",http://www.daft.ie/dublin/flats-for-rent/inchicore/-inchicore-dublin-1896119/,-6.3224,53.343562
305,NULL,"€1,900 Per month","Dominick Street, Dublin 1",http://www.daft.ie/dublin/apartments-for-rent/dublin-1/dominick-street-dublin-1-dublin-1894009/,-6.266106,53.351774
306,NULL,"€1,976 Per month","Glaslynn, Howth Road, Clontarf, Dublin 3",http://www.daft.ie/dublin/apartments-for-rent/clontarf/glaslynn-howth-road-clontarf-dublin-1897220/,-6.219264,53.366172
307,NULL,€936 Per month,"North Circular Road, Phibsborough, Dublin 7",http://www.daft.ie/dublin/studio-apartments-for-rent/phibsborough/north-circular-road-phibsborough-dublin-1895664/,-6.281255,53.35894
308,NULL,"€3,000 Per month","9 Block 5 Clarion Quay, Ifsc, Dublin 1",http://www.daft.ie/dublin/apartments-for-rent/ifsc/9-block-5-clarion-quay-ifsc-dublin-1897923/,-6.238368,53.345364
309,https://www.daft.ie/dublin/estate-agents/dublin-2/bespokeestateagents/,"€1,139 Per month","30 Terenure Park, Terenure, Dublin 6",http://www.daft.ie/dublin/flats-for-rent/terenure/30-terenure-park-terenure-dublin-1894826/,-6.285912,53.311438
310,https://www.daft.ie/dublin/estate-agents/dun-laoghaire/haines/,"€1,500 Per month","Coldwell Street, Glasthule, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/glasthule/coldwell-street-glasthule-dublin-1897401/,-6.126078,53.28507
311,https://www.daft.ie/dublin/estate-agents/dun-laoghaire/haines/,"€1,800 Per month","Muckross Avenue, Perrystown, Dublin 12",http://www.daft.ie/dublin/apartments-for-rent/perrystown/muckross-avenue-perrystown-dublin-1897278/,-6.315103,53.311289
312,https://www.daft.ie/dublin/estate-agents/dun-laoghaire/haines/,"€4,000 Per month","Hillside, Dalkey, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/dalkey/hillside-dalkey-dublin-1890657/,-6.112784,53.275946
313,https://www.daft.ie/dublin/estate-agents/dun-laoghaire/haines/,"€2,860 Per month","Rocwood, Stillorgan Road, Stillorgan, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/stillorgan/rocwood-stillorgan-road-stillorgan-dublin-1895450/,-6.18964,53.278862
314,https://www.daft.ie/dublin/estate-agents/dun-laoghaire/haines/,"€2,860 Per month","Rocwood, Foxrock, Dublin 18",http://www.daft.ie/dublin/houses-for-rent/foxrock/rocwood-foxrock-dublin-1895449/,-6.176689,53.263305
315,https://www.daft.ie/dublin/estate-agents/dun-laoghaire/haines/,"€3,500 Per month","Glengara Park, Glenageary, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/glenageary/glengara-park-glenageary-dublin-1896791/,-6.128217,53.284229
316,https://www.daft.ie/dublin/estate-agents/dun-laoghaire/haines/,"€4,375 Per month","Avoca Road, Blackrock, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/blackrock/avoca-road-blackrock-dublin-1849703/,-6.189589,53.295208
317,https://www.daft.ie/dublin/estate-agents/dublin-2/coldwellbanker/,"€2,500 Per month","Danesfort, Castle Avenue, Clontarf, Dublin 3",http://www.daft.ie/dublin/houses-for-rent/clontarf/danesfort-castle-avenue-clontarf-dublin-1888262/,-6.208971,53.360743
318,NULL,"€1,850 Per month","Earlscourt, The Coombe, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/the-coombe/earlscourt-the-coombe-dublin-1896205/,-6.290652,53.33407
319,NULL,"€1,900 Per month","10 Colthurst Gardens, Lucan, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/lucan/10-colthurst-gardens-lucan-dublin-1898065/,-6.417961,53.348759
320,NULL,"€1,400 Per month","Castlecurragh Vale, Blanchardstown, Dublin 15",http://www.daft.ie/dublin/apartments-for-rent/blanchardstown/castlecurragh-vale-blanchardstown-dublin-1896775/,-6.387831,53.403335
321,NULL,€700 Per week,"Spencer Dock, Dublin 1",http://www.daft.ie/dublin/apartments-for-rent/dublin-1/spencer-dock-dublin-1-dublin-1897157/,-6.252959,53.353751
322,NULL,"€3,000 Per month","27 Drynam Crescent, Drynam Hall, Kinsealy, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/kinsealy/27-drynam-crescent-drynam-hall-kinsealy-dublin-1897235/,-6.196342,53.444028
323,NULL,"€6,000 Per month","Old Bridge Road, Templeogue, Dublin 6W",http://www.daft.ie/dublin/houses-for-rent/templeogue/old-bridge-road-templeogue-dublin-1896014/,-6.309915,53.295112
324,NULL,"€1,500 Per month","The Tramyard, Spa Road, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/dublin-8/the-tramyard-spa-road-dublin-8-dublin-1896053/,-6.319702,53.339035
325,NULL,"€3,600 Per month","The Coast Road, Malahide, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/malahide/the-coast-road-malahide-dublin-1885934/,-6.146949,53.451025
326,NULL,"€1,700 Per month","Moyle, Prospect Hill, Dublin 11, Finglas, Dublin 11",http://www.daft.ie/dublin/apartments-for-rent/finglas/moyle-prospect-hill-dublin-11-finglas-dublin-1898050/,-6.291611,53.381308
327,NULL,"€1,300 Per month","Gardiner Place, Dublin 1",http://www.daft.ie/dublin/apartments-for-rent/dublin-1/gardiner-place-dublin-1-dublin-1897100/,-6.260204,53.356503
328,https://www.daft.ie/wicklow/estate-agents/bray/terriedunne/,"€1,610 Per month","Sanderling, Thornwood, Booterstown, Co. Dublin",http://www.daft.ie/dublin/apartments-for-rent/booterstown/sanderling-thornwood-booterstown-dublin-1897054/,-6.205034,53.300391
329,https://www.daft.ie/wicklow/estate-agents/bray/terriedunne/,"€2,500 Per month","Leopardstown Road Upper, Leopardstown, Dublin 18",http://www.daft.ie/dublin/houses-for-rent/leopardstown/leopardstown-road-upper-leopardstown-dublin-1892318/,-6.219616,53.268968
330,https://www.daft.ie/wicklow/estate-agents/bray/terriedunne/,"€3,000 Per month","Coliemore Road, Dalkey, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/dalkey/coliemore-road-dalkey-dublin-1894680/,-6.096811,53.276686
331,https://www.daft.ie/wicklow/estate-agents/bray/terriedunne/,"€1,695 Per month","Brooklawn Avenue, Blackrock, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/blackrock/brooklawn-avenue-blackrock-dublin-1897061/,-6.170476,53.291906
332,https://www.daft.ie/wicklow/estate-agents/bray/terriedunne/,"€2,484 Per month","Harbour View, Crofton Road, Dun Laoghaire, Co. Dublin",http://www.daft.ie/dublin/apartments-for-rent/dun-laoghaire/harbour-view-crofton-road-dun-laoghaire-dublin-1894914/,-6.13927,53.296048
333,https://www.daft.ie/dublin/estate-agents/donnybrook/rentals/,"€3,500 Per month","The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/the-pines-herbert-park-lane-ballsbridge-dublin-1887661/,-6.232352,53.326896
334,https://www.daft.ie/dublin/estate-agents/donnybrook/rentals/,"€2,700 Per month","The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/the-pines-herbert-park-lane-ballsbridge-dublin-1892174/,-6.232352,53.326896
335,https://www.daft.ie/dublin/estate-agents/donnybrook/rentals/,"€4,000 Per month","The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/the-pines-herbert-park-lane-ballsbridge-dublin-1887672/,-6.232352,53.326896
336,NULL,"€2,800 Per month","23 Hawthorn Terrace, East Wall, Dublin 3",http://www.daft.ie/dublin/houses-for-rent/east-wall/23-hawthorn-terrace-east-wall-dublin-1890866/,-6.233379,53.353894
337,https://www.daft.ie/dublin/estate-agents/templeogue/conerney/,"€1,570 Per month","Sandyford View, Sandyford, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/sandyford/sandyford-view-sandyford-dublin-1897849/,-6.238995,53.269946
338,https://www.daft.ie/dublin/estate-agents/templeogue/conerney/,"€2,300 Per month","Barton Drive, Rathfarnham, Dublin 14",http://www.daft.ie/dublin/houses-for-rent/rathfarnham/barton-drive-rathfarnham-dublin-1896759/,-6.280994,53.288392
339,https://www.daft.ie/dublin/estate-agents/templeogue/conerney/,"€1,850 Per month","Liffey Valley Park, Lucan, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/lucan/liffey-valley-park-lucan-dublin-1894813/,-6.415652,53.351663
340,https://www.daft.ie/dublin/estate-agents/templeogue/conerney/,"€1,820 Per month","De Brett House, Loreto Abbey, Grange Road, Rathfarnham, Dublin 14",http://www.daft.ie/dublin/apartments-for-rent/rathfarnham/de-brett-house-loreto-abbey-grange-road-rathfarnham-dublin-1896658/,-6.277711,53.292438
341,https://www.daft.ie/dublin/estate-agents/templeogue/conerney/,"€2,200 Per month","Mountbrook, Booterstown, Co. Dublin",http://www.daft.ie/dublin/apartments-for-rent/booterstown/mountbrook-booterstown-dublin-1889661/,-6.207927,53.305561
342,https://www.daft.ie/dublin/estate-agents/templeogue/conerney/,"€1,600 Per month","Sandyford View, Sandyford, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/sandyford/sandyford-view-sandyford-dublin-1895161/,-6.238979,53.269747
343,NULL,"€2,025 Per month","21 Gordon Street, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/dublin-4/21-gordon-street-dublin-4-dublin-1897199/,-6.235405,53.340607
344,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,€945 Per week,"The Amber The Grange Brewery Road, Blackrock, Co. Dublin",http://www.daft.ie/dublin/apartments-for-rent/blackrock/the-amber-the-grange-brewery-road-blackrock-dublin-1823886/,-6.193856,53.28197
345,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,€805 Per week,"Grande Central, Sandyford, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/sandyford/grande-central-sandyford-dublin-1485752/,-6.224923,53.269971
346,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,"€1,127 Per week","Baggot Rath Penthouse Apartment, Newbridge Avenue, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/baggot-rath-penthouse-apartment-newbridge-avenue-ballsbridge-dublin-1485761/,-6.223873,53.335482
347,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,"€1,050 Per week","Baggot Rath 2Bs4, Newbridge Avenue, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/dublin-4/baggot-rath-2bs4-newbridge-avenue-dublin-4-dublin-1485770/,-6.223873,53.335482
348,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,€805 Per week,"The Forum, Sandyford, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/sandyford/the-forum-sandyford-dublin-1485781/,-6.210567,53.277612
349,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,"€1,155 Per week","Baggot Rath 3Bs5, Newbridge Avenue, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/baggot-rath-3bs5-newbridge-avenue-ballsbridge-dublin-1485792/,-6.223873,53.335482
350,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,€700 Per week,"Aikens Village, Sandyford, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/sandyford/aikens-village-sandyford-dublin-1788052/,-6.226902,53.263266
351,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,€840 Per week,"Ferncourt, Stepaside, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/stepaside/ferncourt-stepaside-dublin-1823847/,-6.20759,53.253511
352,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,"€1,400 Per week","Galloping Green Stillorgan Co Dublin, Stillorgan, Co. Dublin",http://www.daft.ie/dublin/apartments-for-rent/stillorgan/galloping-green-stillorgan-co-dublin-stillorgan-dublin-1823853/,-6.186037,53.279924
353,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,€910 Per week,"Kelston Avenue, Foxrock, Dublin 18",http://www.daft.ie/dublin/houses-for-rent/foxrock/kelston-avenue-foxrock-dublin-1823858/,-6.185195,53.277455
354,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,€900 Per week,"Adelphi House, Dun Laoghaire, Co. Dublin",http://www.daft.ie/dublin/apartments-for-rent/dun-laoghaire/adelphi-house-dun-laoghaire-dublin-1823184/,-6.132299,53.290333
355,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,€980 Per week,"The Cubes 3 Floor 4 Beacon South Quarter, Sandyford, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/sandyford/the-cubes-3-floor-4-beacon-south-quarter-sandyford-dublin-1823879/,-6.216309,53.27757
356,https://www.daft.ie/wicklow/estate-agents/wicklow-town/irelandathome/,"€1,400 Per week","Ridge Hall Ballybrack, Glenageary, Co. Dublin",http://www.daft.ie/dublin/apartments-for-rent/glenageary/ridge-hall-ballybrack-glenageary-dublin-1823868/,-6.124035,53.251506
357,https://www.daft.ie/dublin/estate-agents/rathgar/mtssalesandlettings/,"€2,450 Per month","Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6",http://www.daft.ie/dublin/houses-for-rent/milltown/milltown-avenue-mount-saint-annes-milltown-dublin-1830796/,-6.249783,53.313896
358,https://www.daft.ie/dublin/estate-agents/rathgar/mtssalesandlettings/,"€2,200 Per month","Rathgar Court, 18",http://www.daft.ie/dublin/apartments-for-rent/rathgar/rathgar-court-18-20-rathgar-road-rathgar-dublin-1895370/,-6.268606,53.320593
359,https://www.daft.ie/dublin/estate-agents/rathgar/mtssalesandlettings/,"€1,600 Per month","Leinster Square, Rathmines, Dublin 6",http://www.daft.ie/dublin/apartments-for-rent/rathmines/leinster-square-rathmines-dublin-1896503/,-6.265966,53.323609
360,https://www.daft.ie/dublin/estate-agents/rathgar/mtssalesandlettings/,"€1,900 Per month","Greenlea Place, Terenure, Dublin 6W",http://www.daft.ie/dublin/apartments-for-rent/terenure/greenlea-place-terenure-dublin-1878408/,-6.289721,53.310429
361,https://www.daft.ie/dublin/estate-agents/rathgar/mtssalesandlettings/,"€1,400 Per month","Leinster Square, Rathmines, Dublin 6",http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/leinster-square-rathmines-dublin-1896504/,-6.265948,53.323547
362,https://www.daft.ie/dublin/estate-agents/rathgar/mtssalesandlettings/,"€1,950 Per month","Ashworth Place, Harold'S Cross, Dublin 6W",http://www.daft.ie/dublin/houses-for-rent/harolds-cross/ashworth-place-harolds-cross-dublin-1890400/,-6.275882,53.32854
363,https://www.daft.ie/dublin/estate-agents/rathgar/mtssalesandlettings/,"€1,100 Per month","Leinster Square, Rathmines, Dublin 6",http://www.daft.ie/dublin/studio-apartments-for-rent/rathmines/leinster-square-rathmines-dublin-1896502/,-6.265821,53.323512
364,https://www.daft.ie/dublin/estate-agents/rathgar/mtssalesandlettings/,"€1,700 Per month","Beaumont House, 60 Terenure Road East, Rathgar, Dublin 6",http://www.daft.ie/dublin/apartments-for-rent/rathgar/beaumont-house-60-terenure-road-east-rathgar-dublin-1897408/,-6.279217,53.311356
365,https://www.daft.ie/dublin/estate-agents/rathgar/mtssalesandlettings/,"€1,565 Per month","Fort Ostman, Old County Road, Crumlin, Dublin 12",http://www.daft.ie/dublin/apartments-for-rent/crumlin/fort-ostman-old-county-road-crumlin-dublin-1897904/,-6.301551,53.324628
366,https://www.daft.ie/dublin/estate-agents/clondalkin/odwyerenglish/,"€1,500 Per month","St Johns Estate, Clondalkin, Dublin 22",http://www.daft.ie/dublin/houses-for-rent/clondalkin/st-johns-estate-clondalkin-dublin-1891516/,-6.400042,53.327529
367,https://www.daft.ie/dublin/estate-agents/clondalkin/odwyerenglish/,"€1,700 Per month","Carrig Court, Citywest, Co. Dublin",http://www.daft.ie/dublin/apartments-for-rent/citywest/carrig-court-citywest-dublin-1895404/,-6.429358,53.28461
368,https://www.daft.ie/dublin/estate-agents/ranelagh/youngsestateagents/,"€1,500 Per month","Sycamore House, Mespil Estate, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/studio-apartments-for-rent/ballsbridge/sycamore-house-mespil-estate-ballsbridge-dublin-1897526/,-6.250574,53.331222
369,https://www.daft.ie/dublin/estate-agents/ranelagh/youngsestateagents/,"€1,500 Per month","Sycamore House, Mespil Estate, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/sycamore-house-mespil-estate-ballsbridge-dublin-1897839/,-6.250574,53.331222
370,NULL,€350 Per week,"Arran Quay, Dublin 7",http://www.daft.ie/dublin/studio-apartments-for-rent/dublin-7/arran-quay-dublin-7-dublin-1896576/,-6.291102,53.361195
371,NULL,"€1,800 Per month","Castleknock Park, Castleknock, Dublin 15, Castleknock, Dublin 15",http://www.daft.ie/dublin/apartments-for-rent/castleknock/castleknock-park-castleknock-dublin-15-castleknock-dublin-1893987/,-6.358451,53.374251
372,NULL,"€2,200 Per month","Portobello Quay, Portobello Harbour, Portobello, Dublin 8",http://www.daft.ie/dublin/houses-for-rent/portobello/portobello-quay-portobello-harbour-portobello-dublin-1895488/,-6.266341,53.33022
373,NULL,"€2,895 Per month","1 Palace Street, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/1-palace-street-dublin-2-dublin-1897457/,-6.254226,53.340022
374,NULL,"€2,300 Per month","Wyckham Point, Dundrum, Dublin 14",http://www.daft.ie/dublin/apartments-for-rent/dundrum/wyckham-point-dundrum-dublin-1897921/,-6.243959,53.280777
375,NULL,"€2,350 Per month","Caple Street, Dublin 1",http://www.daft.ie/dublin/apartments-for-rent/dublin-1/caple-street-dublin-1-dublin-1897746/,-6.26936,53.349978
376,NULL,"€1,950 Per month","Collins Avenue, Whitehall, Dublin 9",http://www.daft.ie/dublin/houses-for-rent/whitehall/collins-avenue-whitehall-dublin-1896801/,-6.229111,53.378405
377,https://www.daft.ie/dublin/estate-agents/inchicore/brockdelappe/,"€2,000 Per month","32 Kilmainham Square, Kilmainham, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/kilmainham/32-kilmainham-square-kilmainham-dublin-1896674/,-6.309877,53.342389
378,https://www.daft.ie/dublin/estate-agents/inchicore/brockdelappe/,"€1,450 Per month","Viking Harbour, Ushers Island, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/dublin-8/viking-harbour-ushers-island-dublin-8-dublin-1896715/,-6.283257,53.346153
379,https://www.daft.ie/dublin/estate-agents/inchicore/brockdelappe/,"€2,000 Per month","Apt 11 Christ Church View, Nicholas Street, Christchurch, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/christchurch/apt-11-christ-church-view-nicholas-street-christchurch-dublin-1878809/,-6.271094,53.342423
380,https://www.daft.ie/dublin/estate-agents/inchicore/brockdelappe/,"€2,455 Per month","44 Treesdale, Mount Merrion, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/mount-merrion/44-treesdale-mount-merrion-dublin-1896492/,-6.20103,53.29467
381,https://www.daft.ie/dublin/estate-agents/inchicore/brockdelappe/,"€3,250 Per month","28 The Ramparts, Cabinteely, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/cabinteely/28-the-ramparts-cabinteely-dublin-1895594/,-6.144036,53.250701
382,NULL,"€1,700 Per month","Courtney House Appian Way, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/dublin-4/courtney-house-appian-way-dublin-4-dublin-1890208/,-6.247773,53.327718
383,NULL,"€2,200 Per month","De Selby, Tallaght, Dublin 24",http://www.daft.ie/dublin/houses-for-rent/tallaght/de-selby-tallaght-dublin-1892675/,-6.408743,53.276828
384,NULL,"€1,850 Per month","Brown Street South, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/dublin-8/brown-street-south-dublin-8-dublin-1896554/,-6.281977,53.336878
385,/agent.daft?id=10900&p=xpsxuupp,"€4,950 Per month","Mount Merrion Ave, Blackrock, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/blackrock/mount-merrion-ave-blackrock-dublin-1895042/,-6.186603,53.301444
386,NULL,"€2,600 Per month","9 Manor Villas, Harold'S Cross, Dublin 6W",http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/9-manor-villas-harolds-cross-dublin-1897993/,-6.284533,53.322479
387,https://www.daft.ie/dublin/estate-agents/crumlin/newirelandlettings/,€936 Per month,"North Circular Road, Phibsborough, Dublin 7",http://www.daft.ie/dublin/flats-for-rent/phibsborough/north-circular-road-phibsborough-dublin-1897987/,-6.278718,53.359718
388,https://www.daft.ie/dublin/estate-agents/sutton/sherryfitzgeraldlettingssutton/,"€1,850 Per month","Castleview Heath, Swords, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/swords/castleview-heath-swords-dublin-1897986/,-6.239304,53.473529
389,NULL,"€3,000 Per month","7A Huxley Crescent, Dublin 8",http://www.daft.ie/dublin/houses-for-rent/dublin-8/7a-huxley-crescent-dublin-8-dublin-1897983/,-6.289033,53.336317
390,NULL,€700 Per week,"Beacon South Quarter, Sandyford, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/sandyford/beacon-south-quarter-sandyford-dublin-1897971/,-6.224817,53.267814
391,/agent.daft?id=6437&p=spuuvxyu,"€1,600 Per month","Linnetfields Square, Clonee, Dublin 15",http://www.daft.ie/dublin/apartments-for-rent/clonee/linnetfields-square-clonee-dublin-1897069/,-6.43637,53.401594
392,NULL,"€2,150 Per month","2 St. Mary'S Avenue, Rathfarnham, Dublin 14",http://www.daft.ie/dublin/houses-for-rent/rathfarnham/2-st-marys-avenue-rathfarnham-dublin-1895412/,-6.285668,53.296803
393,NULL,"€3,600 Per month","Millrace Court, Vergemount Road, Clonskeagh, Ranelagh, Dublin 6",http://www.daft.ie/dublin/apartments-for-rent/ranelagh/millrace-court-vergemount-road-clonskeagh-ranelagh-dublin-1889888/,-6.237443,53.315833
394,NULL,"€2,250 Per month","58 Serpentine Avenue, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/58-serpentine-avenue-ballsbridge-dublin-1886534/,-6.224491,53.33072
395,NULL,"€1,950 Per month","Castle Street, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/castle-street-dublin-2-dublin-1886100/,-2.990464,53.405513
396,https://www.daft.ie/dublin/estate-agents/dublin-2/cadengrimesestates/,"€1,800 Per month","Green Isle Road, Grange Castle, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/grange-castle/green-isle-road-grange-castle-dublin-1896876/,-6.415753,53.307317
397,https://www.daft.ie/dublin/estate-agents/dublin-2/cadengrimesestates/,"€1,800 Per month","Kingswood Cross, Citywest, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/citywest/kingswood-cross-citywest-dublin-1895133/,-6.419834,53.305971
398,NULL,"€1,850 Per month","86 Thomas Street, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/dublin-8/86-thomas-street-dublin-8-dublin-1883351/,-6.277044,53.343067
399,https://www.daft.ie/dublin/estate-agents/phibsborough/arkcon/,"€1,450 Per month","Old Kilmainham, Kilmainham, Dublin 8",http://www.daft.ie/dublin/flats-for-rent/kilmainham/old-kilmainham-kilmainham-dublin-1884734/,-6.296035,53.341818
400,NULL,"€3,300 Per month","Scarriff House, Custom House Square, Mayor Street, Ifsc, Dublin 1",http://www.daft.ie/dublin/apartments-for-rent/ifsc/scarriff-house-custom-house-square-mayor-street-ifsc-dublin-1895439/,-6.241361,53.349712
401,NULL,"€1,700 Per month","La Rochelle, High Street, Christchurch, Dublin 8, Christchurch, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/christchurch/la-rochelle-high-street-christchurch-dublin-8-christchurch-dublin-1896487/,-6.27497,53.343109
402,NULL,"€1,200 Per month","Kings Inns Court, Phibsborough Road, Phibsborough, Dublin 7",http://www.daft.ie/dublin/flats-for-rent/phibsborough/kings-inns-court-phibsborough-road-phibsborough-dublin-1895080/,-6.273324,53.357561
403,NULL,"€2,100 Per month","Binn Eadair View, Sutton, Dublin 13",http://www.daft.ie/dublin/houses-for-rent/sutton/binn-eadair-view-sutton-dublin-1893279/,-6.1217,53.390862
404,https://www.daft.ie/dublin/estate-agents/dublin-2/knightfrank/,"€15,000 Per month","Ailesbury Road, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/houses-for-rent/ballsbridge/ailesbury-road-ballsbridge-dublin-1874514/,-6.217087,53.320058
405,https://www.daft.ie/dublin/estate-agents/dublin-2/knightfrank/,"€1,800 Per month",Dublin 8,http://www.daft.ie/dublin/apartments-for-rent/dublin-8/dublin-8-dublin-1893247/,-6.287341,53.336577
406,https://www.daft.ie/dublin/estate-agents/dublin-4/lisney_leeson_st/,"€2,000 Per month","The Lansdowne Block, Pembroke Square, Grand Canal Dock, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/grand-canal-dock/the-lansdowne-block-pembroke-square-grand-canal-dock-dublin-1889854/,-6.240678,53.336911
407,NULL,€270 Per week,"Portobello, South Circular Road, Dublin 8",http://www.daft.ie/dublin/studio-apartments-for-rent/south-circular-road/portobello-south-circular-road-dublin-1889019/,-6.268301,53.332468
408,NULL,€350 Per week,"Portobello, South Circular Road, Dublin 8",http://www.daft.ie/dublin/flats-for-rent/south-circular-road/portobello-south-circular-road-dublin-1893053/,-6.268254,53.332482
409,NULL,€850 Per month,"North Circular Road 11, Arbour Hill, Dublin 7",http://www.daft.ie/dublin/studio-apartments-for-rent/arbour-hill/north-circular-road-11-arbour-hill-dublin-1880250/,-6.29575,53.351772
410,NULL,"€1,200 Per month","Aberdeen St, North Circular Road, Dublin 1",http://www.daft.ie/dublin/apartments-for-rent/north-circular-road/aberdeen-st-north-circular-road-dublin-1880254/,-6.297462,53.352849
411,NULL,€450 Per week,"Boyne Court, Harold'S Cross, Dublin 6",http://www.daft.ie/dublin/apartments-for-rent/harolds-cross/boyne-court-harolds-cross-dublin-1882857/,-6.277282,53.327838
412,NULL,"€2,300 Per month","24 Portobello Quay, Portobello, Dublin 8",http://www.daft.ie/dublin/houses-for-rent/portobello/24-portobello-quay-portobello-dublin-1893699/,-6.266084,53.330451
413,NULL,"€1,400 Per month","85 Phillipsburgh Ave, Fairview, Dublin 3",http://www.daft.ie/dublin/flats-for-rent/fairview/85-phillipsburgh-ave-fairview-dublin-1897991/,-6.239994,53.365624
414,NULL,"€1,050 Per month","27 Brackenwood Drive, Balbriggan, Co.Dublin, Balbriggan, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/balbriggan/27-brackenwood-drive-balbriggan-codublin-balbriggan-dublin-1897981/,-6.207289,53.612987
415,NULL,"€1,350 Per month","The Oaks Parkview, Stepaside, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/stepaside/the-oaks-parkview-stepaside-dublin-1893194/,-6.222188,53.260019
416,NULL,"€1,995 Per month","Dublin 12., Crumlin, Dublin 12",http://www.daft.ie/dublin/houses-for-rent/crumlin/dublin-12-crumlin-dublin-1884353/,-6.315119,53.319126
417,NULL,"€2,100 Per month","The Northumberlands, Love Lane, Lower Mount Street, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/the-northumberlands-love-lane-lower-mount-street-dublin-2-dublin-1896805/,-6.240956,53.338611
