id,agentURL,price,addr,daftURL,longitude,latitude,overviews,city_center_distance,dwelling_type
1,https://www.daft.ie/dublin/estate-agents/dublin-2/scandik/,"€995 Per week","Pembroke Row, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/pembroke-row-dublin-2-dublin-1901079/,-6.247101,53.334610,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",1.6,"Apartment to Rent"
2,NULL,"€475 Per week","Morehampton Mews, Morehampton Road, Donnybrook, Dublin 4",http://www.daft.ie/dublin/houses-for-rent/donnybrook/morehampton-mews-morehampton-road-donnybrook-dublin-1929637/,-6.244409,53.327720,"Furnished, 2 Bedrooms (2 double), 1 Bathroom",2.4,"House to Rent"
3,https://www.daft.ie/dublin/estate-agents/dublin-2/scandik/,"€860 Per week","Adelaide Square, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/adelaide-square-dublin-2-dublin-1905071/,-6.267644,53.339869,"Furnished, 1 Bedroom (1 double), 1 Bathroom",1,"Apartment to Rent"
4,https://www.daft.ie/dublin/estate-agents/dublin-2/finchley/,"€4,450 Per month","Carrickmines Wood, Carrickmines, Dublin 18",http://www.daft.ie/dublin/houses-for-rent/carrickmines/carrickmines-wood-carrickmines-dublin-1926916/,-6.166564,53.260424,"Furnished or unfurnished, 5 Bedrooms (5 double), 4 Bathrooms",11.5,"House to Rent"
5,https://www.daft.ie/dublin/estate-agents/templeogue/colmangrimes/,"€3,600 Per month","Mellowes Quay, Ushers Quay, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/dublin-8/mellowes-quay-ushers-quay-dublin-8-dublin-1929211/,-6.279811,53.345440,"Furnished, 3 Bedrooms (3 double), 3 Bathrooms",1.4,"Apartment to Rent"
6,https://www.daft.ie/dublin/estate-agents/ballsbridge/lansdownepartnership/,"€1,750 Per month","Elgin Road, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/elgin-road-ballsbridge-dublin-1925664/,-6.235356,53.330431,"Furnished, 1 Bedroom (1 double), 1 Bathroom",2.5,"Apartment to Rent"
7,https://www.daft.ie/dublin/estate-agents/dun-laoghaire/sflettingsstillorgan/,"€7,950 Per month","Kilmore Avenue, Killiney, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/killiney/kilmore-avenue-killiney-dublin-1930563/,-6.113706,53.258358,"Furnished, 5 Bedrooms (5 double), 4 Bathrooms",13.9,"House to Rent"
8,https://www.daft.ie/dublin/estate-agents/dublin-2/kennedywilson/,"€4,400 Per month","Capital Dock, Sir John Rogerson'S Quay, Grand Canal Dock, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/grand-canal-dock/capital-dock-sir-john-rogersons-quay-grand-canal-dock-dublin-1902790/,-6.232159,53.345331,"Furnished, 3 Bedrooms (3 double), 2 Bathrooms",1.8,"Apartment to Rent"
9,https://www.daft.ie/dublin/estate-agents/dublin-2/kennedywilson/,"€3,600 Per month","Capital Dock Residence, Sir John Rogersons Quay, Grand Canal Dock, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/grand-canal-dock/capital-dock-residence-sir-john-rogersons-quay-grand-canal-dock-dublin-1924009/,-6.232159,53.345331,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",1.8,"Apartment to Rent"
10,NULL,"€2,090 Per month","122 Rathgar Road, Rathgar, Dublin 6",http://www.daft.ie/dublin/apartments-for-rent/rathgar/122-rathgar-road-rathgar-dublin-1928879/,-6.272125,53.314217,"Furnished, 2 Bedrooms (2 single), 1 Bathroom",3.8,"Apartment to Rent"
11,NULL,"€5,250 Per month","Earlsfort Terace, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/earlsfort-terace-dublin-2-dublin-1924903/,-6.258831,53.334058,"Furnished, 3 Bedrooms (1 single, 2 double), 1 Bathroom",1.5,"Apartment to Rent"
12,https://www.daft.ie/dublin/estate-agents/dublin-2/kennedywilson/,"€3,500 Per month","Officers Mess, Clancy Quay, Islandbridge, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/islandbridge/officers-mess-clancy-quay-islandbridge-dublin-1920324/,-6.306695,53.346468,"Unfurnished, 3 Bedrooms (3 double), 3 Bathrooms",3.2,"Apartment to Rent"
13,https://www.daft.ie/dublin/estate-agents/dublin-2/kennedywilson/,"€3,000 Per month","Clancy Quay Phase Two By Kennedy Wilson, Dublin 8",http://www.daft.ie/dublin/houses-for-rent/dublin-8/clancy-quay-phase-two-by-kennedy-wilson-dublin-8-dublin-1921315/,-6.310566,53.330203,"Furnished, 3 Bedrooms (3 double), 3 Bathrooms",3.9,"House to Rent"
14,https://www.daft.ie/dublin/estate-agents/dublin-2/kennedywilson/,"€2,900 Per month","Clancy Quay, Phase Two By Kennedy Wilson, Islandbridge, Dublin 8",http://www.daft.ie/dublin/houses-for-rent/islandbridge/clancy-quay-phase-two-by-kennedy-wilson-islandbridge-dublin-1921320/,-6.306695,53.346468,"Furnished, 3 Bedrooms (1 single, 2 double), 2 Bathrooms",3.2,"House to Rent"
15,https://www.daft.ie/dublin/estate-agents/dublin-2/kennedywilson/,"€2,200 Per month","Clancy Quay, Phase Two By Kennedy Wilson, Islandbridge, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/islandbridge/clancy-quay-phase-two-by-kennedy-wilson-islandbridge-dublin-1927113/,-6.306695,53.346468,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",3.2,"Apartment to Rent"
16,https://www.daft.ie/dublin/estate-agents/dublin-2/kennedywilson/,"€2,000 Per month","Clancy Quay Phase Two By Kennedy Wilson, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/dublin-8/clancy-quay-phase-two-by-kennedy-wilson-dublin-8-dublin-1929448/,-6.310566,53.330203,"Furnished, 1 Bedroom (1 double), 1 Bathroom",3.9,"Apartment to Rent"
17,https://www.daft.ie/wicklow/estate-agents/arklow/salleyproperty/,"€3,750 Per month","Harbour View, Talbot Lane, Killiney, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/killiney/harbour-view-talbot-lane-killiney-dublin-1929894/,-6.124061,53.268187,"Furnished, 3 Bedrooms (3 double), 2 Bathrooms",12.6,"House to Rent"
18,/agent.daft?id=10744&p=wpvypwpr,"€2,490 Per month","Brunswick Street, Smithfield, Dublin 7",http://www.daft.ie/dublin/apartments-for-rent/smithfield/brunswick-street-smithfield-dublin-1924076/,-6.277149,53.350633,"Furnished, 2 Bedrooms (2 double), 1 Bathroom",1.3,"Apartment to Rent"
19,NULL,"€4,500 Per month","Sutton Castle, Shielmartin Road, Sutton, Dublin 13",http://www.daft.ie/dublin/apartments-for-rent/sutton/sutton-castle-shielmartin-road-sutton-dublin-1924599/,-6.094057,53.371881,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",11.3,"Apartment to Rent"
20,https://www.daft.ie/dublin/estate-agents/ballsbridge/residencesnumberone/,"€6,000 Per month","Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/number-1-ballsbridge-shelbourne-road-ballsbridge-dublin-1890595/,-6.232056,53.331792,"Furnished, 3 Bedrooms (3 double), 4 Bathrooms",2.5,"Apartment to Rent"
21,https://www.daft.ie/dublin/estate-agents/ballsbridge/residencesnumberone/,"€5,000 Per month","Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/number-1-ballsbridge-shelbourne-road-ballsbridge-dublin-1890592/,-6.232056,53.331792,"Furnished, 2 Bedrooms (2 double), 3 Bathrooms",2.5,"Apartment to Rent"
22,https://www.daft.ie/dublin/estate-agents/ballsbridge/residencesnumberone/,"€5,500 Per month","Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/number-1-ballsbridge-shelbourne-road-ballsbridge-dublin-1890589/,-6.232056,53.331792,"Furnished, 3 Bedrooms (3 double), 4 Bathrooms",2.5,"Apartment to Rent"
23,NULL,"€640 Per week","Apartment 11, 24 Pearse Square, Grand Canal, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/apartment-11-24-pearse-square-grand-canal-dublin-2-dublin-1928064/,-6.242548,53.344358,"Furnished, 2 Bedrooms (2 double), 1 Bathroom",1.2,"Apartment to Rent"
24,NULL,"€2,000 Per month","The Pottery Building, Dun Laoghaire Ind Est, Potte, Dun Laoghaire, Co. Dublin",http://www.daft.ie/dublin/apartments-for-rent/dun-laoghaire/the-pottery-building-dun-laoghaire-ind-est-potte-dun-laoghaire-dublin-1927507/,-6.157930,53.275360,"Furnished, 2 Bedrooms (2 double), 1 Bathroom",10.5,"Apartment to Rent"
25,https://www.daft.ie/dublin/estate-agents/dublin-2/kennedywilson/,"€2,500 Per month","Liffey Trust By Kennedy Wilson, The Point Village, Dublin 1",http://www.daft.ie/dublin/apartments-for-rent/dublin-1/liffey-trust-by-kennedy-wilson-the-point-village-dublin-1-dublin-1926007/,-6.235774,53.350156,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",1.6,"Apartment to Rent"
26,NULL,"€1,330 Per month","North Circular Road (Near Blackhorse Avenue), Stoneybatter, Dublin 7",http://www.daft.ie/dublin/apartments-for-rent/stoneybatter/north-circular-road-near-blackhorse-avenue-stoneybatter-dublin-1929115/,-6.293914,53.354692,"Furnished, 2 Bedrooms (2 double), 1 Bathroom",2.5,"Apartment to Rent"
27,NULL,"€4,850 Per month","1 Rampart Lane, Donnybrook, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/donnybrook/1-rampart-lane-donnybrook-dublin-1925013/,-6.234594,53.323114,"Furnished, 2 Bedrooms (2 double), 3 Bathrooms",3.1,"Apartment to Rent"
28,NULL,"€2,300 Per month","Larchhill Apartments Santry, Santry, Dublin 9",http://www.daft.ie/dublin/apartments-for-rent/santry/larchhill-apartments-santry-santry-dublin-1918722/,-6.237779,53.397031,"Furnished, 2 Bedrooms (2 double), 1 Bathroom",5.7,"Apartment to Rent"
29,NULL,"€2,600 Per month","46 Shelmalier Road, East Wall, Dublin 3",http://www.daft.ie/dublin/houses-for-rent/east-wall/46-shelmalier-road-east-wall-dublin-1929636/,-6.233509,53.354531,"Furnished, 3 Bedrooms (2 single, 1 double), 2 Bathrooms",1.9,"House to Rent"
30,NULL,"€2,400 Per month","Airpark Rise, Rathfarnham, Dublin 16",http://www.daft.ie/dublin/houses-for-rent/rathfarnham/airpark-rise-rathfarnham-dublin-1928380/,-6.306917,53.275153,"Furnished, 3 Bedrooms (1 single, 2 double), 3 Bathrooms",8.6,"House to Rent"
31,NULL,"€1,450 Per month","Belarmine Plaza, Stepaside, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/stepaside/belarmine-plaza-stepaside-dublin-1930887/,-6.220641,53.261144,"Furnished, 1 Bedroom (1 single), 1 Bathroom",9.9,"Apartment to Rent"
32,NULL,"€1,400 Per month","Eaton Place, Monkstown, Co. Dublin",http://www.daft.ie/dublin/apartments-for-rent/monkstown/eaton-place-monkstown-dublin-1930884/,-6.163435,53.296755,"Furnished, 1 Bedroom (1 single), 1 Bathroom",8.5,"Apartment to Rent"
33,NULL,"€3,500 Per month","Carysfort Hall. Carysfort Park., Blackrock, Co. Dublin",http://www.daft.ie/dublin/apartments-for-rent/blackrock/carysfort-hall-carysfort-park-blackrock-dublin-1930857/,-6.181211,53.294415,"Unfurnished, 3 Bedrooms (3 double), 2 Bathrooms",7.8,"Apartment to Rent"
34,https://www.daft.ie/dublin/estate-agents/dublin-2/scandik/,"€945 Per week","Pembroke Row, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/pembroke-row-dublin-2-dublin-1905828/,-6.247221,53.334652,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",1.6,"Apartment to Rent"
35,https://www.daft.ie/dublin/estate-agents/dublin-2/scandik/,"€900 Per week","Pembroke Row, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/pembroke-row-dublin-2-dublin-1923648/,-6.248595,53.335203,"Furnished, 1 Bedroom (1 double), 1 Bathroom",1.5,"Apartment to Rent"
36,NULL,"€5,000 Per month","Ballsbridge Avenue, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/houses-for-rent/ballsbridge/ballsbridge-avenue-ballsbridge-dublin-1912462/,-6.229210,53.330341,"Furnished, 3 Bedrooms (3 double), 3 Bathrooms",2.7,"House to Rent"
37,https://www.daft.ie/dublin/estate-agents/dublin-2/savillsmolesworthstreet/,"€5,000 Per month","Morehampton Road, Donnybrook, Dublin 4",http://www.daft.ie/dublin/houses-for-rent/donnybrook/morehampton-road-donnybrook-dublin-1929048/,-6.241587,53.325701,"Unfurnished, 3 Bedrooms (3 double), 2 Bathrooms",2.7,"House to Rent"
38,https://www.daft.ie/dublin/estate-agents/castleknock/satisproperty/,"€1,560 Per month","Cloonlara Square, Phoenix Park Racecourse, Castleknock, Dublin 15",http://www.daft.ie/dublin/apartments-for-rent/castleknock/rosanule-phoenix-park-racecourse-castleknock-dublin-1926989/,-6.339301,53.372727,"Furnished, 1 Bedroom (1 double), 1 Bathroom",6,"Apartment to Rent"
39,NULL,"€1,900 Per month","Upper Gardiner Street/ Dorset Street, Dublin 1",http://www.daft.ie/dublin/apartments-for-rent/dublin-1/upper-gardiner-street-dorset-street-dublin-1-dublin-1930836/,-6.262044,53.359048,"Furnished or unfurnished, 2 Bedrooms (2 double), 1 Bathroom",1.3,"Apartment to Rent"
40,https://www.daft.ie/dublin/estate-agents/rathfarnham/DublinLets/,"€1,990 Per month","Anglesea Road, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/anglesea-road-ballsbridge-dublin-1929074/,-6.230478,53.324087,"Furnished, 1 Bedroom (1 double), 1 Bathroom",3.2,"Apartment to Rent"
41,https://www.daft.ie/dublin/estate-agents/dublin-2/homelocators/,"€2,350 Per month","Suffolk Street, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/suffolk-street-dublin-2-dublin-1926875/,-6.259797,53.343484,"Furnished, 1 Bedroom (1 double), 1 Bathroom",0.4,"Apartment to Rent"
42,NULL,"€2,350 Per month","Bellgree Drive, Tyrrelstown, Dublin 15",http://www.daft.ie/dublin/houses-for-rent/tyrrelstown/bellgree-drive-tyrrelstown-dublin-1926928/,-6.389554,53.422719,"Furnished, 3 Bedrooms (3 double), 2 Bathrooms",12.1,"House to Rent"
43,https://www.daft.ie/dublin/estate-agents/ballsbridge/kearyestates/,"€4,000 Per month",""Belleville", Ashtown Gate, Phoenix Park, Dublin 7",http://www.daft.ie/dublin/apartments-for-rent/dublin-7/belleville-ashtown-gate-phoenix-park-dublin-7-dublin-1914160/,-6.332354,53.370717,"Furnished or unfurnished, 3 Bedrooms (3 double), 4 Bathrooms",5.5,"Apartment to Rent"
44,https://www.daft.ie/dublin/estate-agents/ballsbridge/kearyestates/,"€5,200 Per month","Herbert Lodge, Herbert Avenue, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/houses-for-rent/ballsbridge/herbert-lodge-herbert-avenue-ballsbridge-dublin-1921059/,-6.208706,53.316615,"Unfurnished, 4 Bedrooms (4 double), 4 Bathrooms",4.8,"House to Rent"
45,https://www.daft.ie/dublin/estate-agents/blackrock/McMahonOConnorResidential/,"€3,000 Per month","Dunluce, Anglesea Road, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/dunluce-anglesea-road-ballsbridge-dublin-1930198/,-6.232057,53.324718,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",3.1,"Apartment to Rent"
46,https://www.daft.ie/dublin/estate-agents/blackrock/McMahonOConnorResidential/,"€3,250 Per month","Hanover Lofts, Hanover Street East, Grand Canal Dock, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/grand-canal-dock/hanover-lofts-hanover-street-east-grand-canal-dock-dublin-1925374/,-6.242789,53.344557,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",1.1,"Apartment to Rent"
47,https://www.daft.ie/dublin/estate-agents/dublin-2/hlea/,"€3,500 Per month","19A Lanesville, Monkstown Avenue, Monkstown, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/monkstown/19a-lanesville-monkstown-avenue-monkstown-dublin-1896581/,-6.155071,53.285917,"Furnished or unfurnished, 3 Bedrooms (1 single, 2 double), 4 Bathrooms",9.7,"House to Rent"
48,https://www.daft.ie/dublin/estate-agents/dublin-2/hlea/,"€3,300 Per month",31,http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/31-33-merrion-road-ballsbridge-dublin-1918211/,-6.217415,53.321567,"Unfurnished, 2 Bedrooms (2 double), 3 Bathrooms",4,"Apartment to Rent"
49,https://www.daft.ie/dublin/estate-agents/dublin-2/hlea/,"€2,500 Per month","Ardoyne House, Pembroke Park, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/dublin-4/ardoyne-house-pembroke-park-dublin-4-dublin-1919214/,-6.238556,53.327525,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",2.6,"Apartment to Rent"
50,NULL,"€2,700 Per month","3 Rathgar Villas, Rathgar Avenue, Dublin 6, Rathgar, Dublin 6",http://www.daft.ie/dublin/houses-for-rent/rathgar/3-rathgar-villas-rathgar-avenue-dublin-6-rathgar-dublin-1929720/,-6.278267,53.316773,"Furnished, 3 Bedrooms (3 double), 3 Bathrooms",3.6,"House to Rent"
51,https://www.daft.ie/dublin/estate-agents/dublin-7/capelabbey/,"€2,800 Per month","Adelaide Square, Whitefriar Street, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/dublin-8/adelaide-square-whitefriar-street-dublin-8-dublin-1930796/,-6.313367,53.382477,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",5.3,"Apartment to Rent"
52,https://www.daft.ie/dublin/estate-agents/ringsend/yourhomefromhome/,"€1,365 Per week","Baggot Rath House, Newbridge Ave, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/baggot-rath-house-newbridge-ave-ballsbridge-dublin-1420955/,-6.223648,53.334217,"Furnished, 3 Bedrooms (3 double), 2 Bathrooms",4.2,"Apartment to Rent"
53,https://www.daft.ie/dublin/estate-agents/ringsend/yourhomefromhome/,"€840 Per week","Baggotrath House, Newbridge Ave, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/baggotrath-house-newbridge-ave-ballsbridge-dublin-1420954/,-6.223547,53.334214,"Furnished, 1 Bedroom (1 single), 1 Bathroom",2.7,"Apartment to Rent"
54,https://www.daft.ie/dublin/estate-agents/ringsend/yourhomefromhome/,"€4,050 Per month","Sandyford Road, Sandyford, Dublin 18",http://www.daft.ie/dublin/apartments-for-rent/sandyford/sandyford-road-sandyford-dublin-1919619/,-6.228759,53.275776,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",8.2,"Apartment to Rent"
55,https://www.daft.ie/dublin/estate-agents/dublin-2/kennedywilson/,"€3,010 Per month","Sandford Lodge, Sandford Close, Ranelagh, Dublin 6",http://www.daft.ie/dublin/houses-for-rent/ranelagh/sandford-lodge-sandford-close-ranelagh-dublin-1928803/,-6.248628,53.318762,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",3.2,"House to Rent"
56,https://www.daft.ie/dublin/estate-agents/dublin-2/kennedywilson/,"€2,100 Per month","Sandford Lodge By Kennedy Wilson, Ranelagh, Dublin 6",http://www.daft.ie/dublin/apartments-for-rent/ranelagh/sandford-lodge-by-kennedy-wilson-ranelagh-dublin-1907562/,-6.248268,53.320160,"Furnished, 1 Bedroom (1 double), 1 Bathroom",3.1,"Apartment to Rent"
57,https://www.daft.ie/dublin/estate-agents/dublin-2/kennedywilson/,"€2,700 Per month","Sandford Lodge By Kennedy Wilson, Ranelagh, Dublin 6",http://www.daft.ie/dublin/apartments-for-rent/ranelagh/sandford-lodge-by-kennedy-wilson-ranelagh-dublin-1833322/,-6.247959,53.320143,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",3.1,"Apartment to Rent"
58,NULL,"€1,850 Per month","8 St James Court, Serpentine Avenue, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/8-st-james-court-serpentine-avenue-ballsbridge-dublin-1925787/,-6.298229,53.341711,"Furnished, 2 Bedrooms (2 double), 1 Bathroom",2.7,"Apartment to Rent"
59,https://www.daft.ie/dublin/estate-agents/dublin-2/newcityestates/,"€525 Per week","Sussex Terrace, Donnybrook, Dublin 4",http://www.daft.ie/dublin/studio-apartments-for-rent/donnybrook/sussex-terrace-donnybrook-dublin-1706840/,-6.251607,53.331552,,1.8,"Studio apartment to Rent"
60,https://www.daft.ie/dublin/estate-agents/dublin-2/newcityestates/,"€2,275 Per month","Waterloo Road, Ballsbridge, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/studio-apartments-for-rent/ballsbridge/waterloo-road-ballsbridge-ballsbridge-dublin-1928800/,-6.243973,53.330576,,2.1,"Studio apartment to Rent"
61,NULL,"€3,000 Per month","Cork Street, Dublin 8",http://www.daft.ie/dublin/apartments-for-rent/dublin-8/cork-street-dublin-8-dublin-1928555/,-6.279633,53.338240,"Furnished, 2 Bedrooms (2 double), 3 Bathrooms",1.7,"Apartment to Rent"
62,https://www.daft.ie/dublin/estate-agents/dublin-2/scandik/,"€825 Per week","Alexandra Walk, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/alexandra-walk-dublin-2-dublin-1929079/,-6.267757,53.339861,"Furnished, 1 Bedroom (1 double), 1 Bathroom",1,"Apartment to Rent"
63,https://www.daft.ie/dublin/estate-agents/dublin-2/scandik/,"€850 Per week","Alexandra Walk, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/alexandra-walk-dublin-2-dublin-1927254/,-6.267966,53.339879,"Furnished, 1 Bedroom (1 double), 1 Bathroom",1,"Apartment to Rent"
64,NULL,"€1,900 Per month","Capel Street Dublin 1, Dublin 1",http://www.daft.ie/dublin/apartments-for-rent/dublin-1/capel-street-dublin-1-dublin-1-dublin-1929677/,-6.269198,53.349339,"Furnished, 1 Bedroom (1 double), 1 Bathroom",0.7,"Apartment to Rent"
65,NULL,"€2,650 Per month","Raglan Rd Ballsbridge Dublin 4, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/raglan-rd-ballsbridge-dublin-4-ballsbridge-dublin-1922637/,-6.238570,53.329115,"Furnished, 2 Bedrooms (2 double), 1 Bathroom",2.4,"Apartment to Rent"
66,https://www.daft.ie/dublin/estate-agents/dublin-2/turley/,"€2,950 Per month","Leeson Place, Dublin 2",http://www.daft.ie/dublin/houses-for-rent/dublin-2/leeson-place-dublin-2-dublin-1930754/,-6.254316,53.332315,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",1.7,"House to Rent"
67,NULL,"€2,200 Per month","1A Parkhill Drive, Kilnamanagh, Dublin 24",http://www.daft.ie/dublin/houses-for-rent/kilnamanagh/1a-parkhill-drive-kilnamanagh-dublin-1930745/,-6.370128,53.300500,"Furnished, 4 Bedrooms (1 single, 3 double), 2 Bathrooms",9,"House to Rent"
68,NULL,"€2,600 Per month","Aspen Avenue, Aspenwood, Clonsilla, Dublin 15",http://www.daft.ie/dublin/houses-for-rent/clonsilla/aspen-avenue-aspenwood-clonsilla-dublin-1930744/,-6.407837,53.383877,"Furnished, 4 Bedrooms (1 single, 3 double), 3 Bathrooms",10.7,"House to Rent"
69,NULL,"€3,500 Per month","Stanford, Ardilea, Harleich Grove, Clonskeagh, Dublin 14",http://www.daft.ie/dublin/houses-for-rent/clonskeagh/stanford-ardilea-harleich-grove-clonskeagh-dublin-1928648/,-6.227671,53.300540,"Furnished, 4 Bedrooms (1 single, 3 double), 6 Bathrooms",5.6,"House to Rent"
70,https://www.daft.ie/dublin/estate-agents/dublin-2/turley/,"€3,650 Per month","36B Talbot Street, Dublin 1",http://www.daft.ie/dublin/houses-for-rent/dublin-1/36b-talbot-street-dublin-1-dublin-1928381/,-6.251799,53.351167,"Furnished, 4 Bedrooms (4 double), 3 Bathrooms",0.7,"House to Rent"
71,https://www.daft.ie/dublin/estate-agents/dublin-7/capelabbey/,"€1,450 Per month","69 Adelaide Road, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/69-adelaide-road-dublin-2-dublin-1923102/,-6.259514,53.332937,"Furnished, 1 Bedroom (1 double), 1 Bathroom",1.6,"Apartment to Rent"
72,https://www.daft.ie/dublin/estate-agents/rathmines/hermanwhite/,"€2,650 Per month","The Stables, Roebuck Manor, Beechmount Drive, Clonskeagh, Dublin 14",http://www.daft.ie/dublin/houses-for-rent/clonskeagh/the-stables-roebuck-manor-beechmount-drive-clonskeagh-dublin-1925003/,-6.273511,53.337011,"Unfurnished, 3 Bedrooms (3 double), 1 Bathroom",1.5,"House to Rent"
73,https://www.daft.ie/dublin/estate-agents/rathmines/dnggillespielowe/,"€2,900 Per month","Orwell Gate, Marianella, Rathgar, Dublin 6",http://www.daft.ie/dublin/apartments-for-rent/rathgar/orwell-gate-marianella-rathgar-dublin-1925341/,-6.269629,53.308560,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",4.4,"Apartment to Rent"
74,https://www.daft.ie/dublin/estate-agents/dublin-2/SherboroughPropertiesLimited/,"€2,850 Per month","Cathedral Court, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/cathedral-court-dublin-2-dublin-1919689/,-6.272754,53.337527,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",1.4,"Apartment to Rent"
75,https://www.daft.ie/dublin/estate-agents/dublin-2/SherboroughPropertiesLimited/,"€2,350 Per month","Cathedral Court, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/cathedral-court-dublin-2-dublin-1903952/,-6.272766,53.337530,"Furnished, 1 Bedroom (1 double), 1 Bathroom",1.4,"Apartment to Rent"
76,https://www.daft.ie/dublin/estate-agents/dublin-2/SherboroughPropertiesLimited/,"€8,500 Per month","Alexander Court, Fenian Street, Dublin 2",http://www.daft.ie/dublin/apartments-for-rent/dublin-2/alexander-court-fenian-street-dublin-2-dublin-1916321/,-6.246952,53.341272,"Furnished, 4 Bedrooms (4 double), 4 Bathrooms",1.1,"Apartment to Rent"
77,https://www.daft.ie/dublin/estate-agents/smithfield/IRES/,"€1,650 Per month","Two Bedroom In Taylors Hill, Balbriggan, Co Dublin, Balbriggan, Co. Dublin",http://www.daft.ie/dublin/houses-for-rent/balbriggan/two-bedroom-in-taylors-hill-balbriggan-co-dublin-balbriggan-dublin-1930670/,-6.205754,53.610660,"Unfurnished, 2 Bedrooms (2 double), 2 Bathrooms",29.5,"House to Rent"
78,NULL,"€2,400 Per month","11 The Courtyard, Hollybank Avenue Upper, Dublin 6, Ranelagh, Dublin 6",http://www.daft.ie/dublin/houses-for-rent/ranelagh/11-the-courtyard-hollybank-avenue-upper-dublin-6-ranelagh-dublin-1928749/,-6.402998,53.381103,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",10.3,"House to Rent"
79,https://www.daft.ie/dublin/estate-agents/ballsbridge/lansdownepartnership/,"€3,000 Per month","Raglan Hall, Clyde Hall, Ballsbridge, Dublin 4",http://www.daft.ie/dublin/apartments-for-rent/ballsbridge/raglan-hall-clyde-hall-ballsbridge-dublin-1919986/,-6.239925,53.328817,"Furnished, 2 Bedrooms (2 double), 2 Bathrooms",2.4,"Apartment to Rent"
