time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-04-27T19:10:05.844Z,46.5118,153.2352,10,4.5,mb,,138,7.205,0.73,us,us70003d36,2019-04-27T21:58:13.040Z,"Kuril Islands",earthquake,9.8,1.9,0.072,56,reviewed,us,us
2019-04-27T18:46:09.317Z,32.6238,-109.0881,12.52,2.8,ml,,71,0.069,1.02,us,us70003d2p,2019-04-30T16:22:43.040Z,"46km NW of Lordsburg, New Mexico",earthquake,2.4,3.8,0.059,38,reviewed,us,us
2019-04-27T18:10:48.362Z,-37.0877,178.9844,35,5,mww,,56,0.718,1.03,us,us70003d2b,2019-04-30T15:55:44.040Z,"186km NE of Opotiki, New Zealand",earthquake,5.5,1.9,0.086,13,reviewed,us,us
2019-04-27T17:40:45.974Z,31.2826,-103.4046,11.83,2.7,mb_lg,,58,0.368,0.48,us,us70003d1f,2019-04-30T15:33:19.040Z,"17km SSE of Pecos, Texas",earthquake,1.1,7.7,0.089,40,reviewed,us,us
2019-04-27T17:24:46.296Z,42.4473,142.8237,117.57,5.4,mww,,65,0.498,1.08,us,us70003d16,2019-04-30T15:20:55.327Z,"39km ENE of Shizunai, Japan",earthquake,6.3,4.1,0.06,27,reviewed,us,us
2019-04-27T17:07:30.030Z,36.607,-121.2071667,2.48,2.58,md,57,45,0.03935,0.07,nc,nc73173065,2019-04-30T17:14:03.757Z,"10km NW of Pinnacles, CA",earthquake,0.12,0.32,0.181,86,reviewed,nc,nc
2019-04-27T17:01:04.768Z,32.6665,-109.0994,10,3.4,mwr,,59,0.112,0.63,us,us70003d0h,2019-04-30T14:14:23.935Z,"46km SSE of Clifton, Arizona",earthquake,1.3,2,,40,reviewed,us,slm
2019-04-27T16:33:01.551Z,63.0162,-148.6204,3.9,3.3,ml,,,,0.91,ak,ak0195drlm7f,2019-04-27T16:48:15.644Z,"45km SSE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-04-27T16:26:00.292Z,60.1983,-153.2674,122.3,2.8,ml,,,,0.74,ak,ak0195drk0wo,2019-04-27T16:48:15.304Z,"43km SW of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-04-27T15:30:16.157Z,26.5025,127.1833,10,4.4,mb,,100,1.029,1.27,us,us70003czy,2019-04-28T10:26:34.579Z,"59km WNW of Naha-shi, Japan",earthquake,5.7,1.9,0.127,18,reviewed,us,us
2019-04-27T15:07:58.229Z,37.5554,20.3605,10,4.4,mb,,99,1.302,1.12,us,us70003cz6,2019-04-27T16:27:22.040Z,"44km WSW of Mouzaki, Greece",earthquake,2.4,1.9,0.12,20,reviewed,us,us
2019-04-27T15:04:47.171Z,-44.6168,-81.7254,10,4.3,mb,,242,6.846,1.12,us,us70003cz4,2019-04-27T16:21:19.040Z,"West Chile Rise",earthquake,13.3,2,0.189,8,reviewed,us,us
2019-04-27T13:32:53.403Z,-4.2733,137.2889,10,4.9,mb,,93,5.206,1.21,us,us70003cyj,2019-04-28T00:27:32.123Z,"111km ESE of Enarotali, Indonesia",earthquake,9.3,1.9,0.062,82,reviewed,us,us
2019-04-27T13:31:57.930Z,18.709,-65.6168,12,2.74,md,3,344,1.1525,0.22,pr,pr2019117008,2019-04-27T16:06:58.613Z,"38km NNE of Luquillo, Puerto Rico",earthquake,11.65,16.75,0.1,3,reviewed,pr,pr
2019-04-27T13:04:26.130Z,-4.3117,102.1057,53.1,5,mb,,65,0.849,1.03,us,us70003cyd,2019-04-27T14:57:58.040Z,"59km SSW of Bengkulu, Indonesia",earthquake,6.7,5.5,0.087,42,reviewed,us,us
2019-04-27T12:33:51.460Z,38.8336667,-122.78,1.93,2.86,ml,71,45,,0.08,nc,nc73172925,2019-04-30T02:48:03.082Z,"5km WNW of Cobb, CA",earthquake,0.12,0.18,0.215,32,reviewed,nc,nc
2019-04-27T11:32:03.564Z,37.333,142.1101,24.11,4.5,mb,,151,1.177,0.88,us,us70003cxv,2019-04-27T11:56:06.040Z,"99km E of Namie, Japan",earthquake,7.7,5.7,0.086,40,reviewed,us,us
2019-04-27T11:11:21.318Z,9.9393,126.3967,19.55,4.9,mb,,124,2.963,0.85,us,us70003cxs,2019-04-27T11:31:50.040Z,"31km ENE of General Luna, Philippines",earthquake,9.4,2.5,0.069,66,reviewed,us,us
2019-04-27T10:59:17.473Z,-35.2622,-103.5971,10,4.8,mb,,132,9.479,0.49,us,us70003cxq,2019-04-27T11:22:38.040Z,"Southeast of Easter Island",earthquake,13.4,1.9,0.053,111,reviewed,us,us
2019-04-27T10:19:11.631Z,66.3092,-157.4705,0,2.5,ml,,,,0.95,ak,ak0195dny1ad,2019-04-27T10:43:59.040Z,"71km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-27T10:08:51.491Z,9.7002,126.6988,11.8,4.9,mb,,122,2.838,0.62,us,us70003cxh,2019-04-27T10:34:41.040Z,"59km E of General Luna, Philippines",earthquake,6,5,0.064,76,reviewed,us,us
2019-04-27T09:36:35.610Z,37.9951667,-122.0605,17.42,3.37,mw,202,31,0.04284,0.2,nc,nc73172850,2019-04-30T07:38:46.929Z,"2km NE of Pacheco, CA",earthquake,0.16,0.2,,3,reviewed,nc,nc
2019-04-27T07:39:01.068Z,73.1859,7.0834,10,4.2,mb,,115,5.51,1.14,us,us70003cwh,2019-04-27T07:54:54.040Z,"Greenland Sea",earthquake,10.4,2,0.147,13,reviewed,us,us
2019-04-27T07:36:49.354Z,52.7274,170.6282,10,3.9,mb,,189,2.113,1.04,us,us70003cwd,2019-04-27T07:50:44.040Z,"173km W of Attu Station, Alaska",earthquake,13,2,0.068,58,reviewed,us,us
2019-04-27T07:26:45.571Z,-39.2977,176.3282,40.88,4.3,mb,,136,0.183,0.69,us,us70003cw8,2019-04-28T05:29:57.040Z,"47km SE of Turangi, New Zealand",earthquake,6.7,12.3,0.202,7,reviewed,us,us
2019-04-27T06:49:50.458Z,6.8599,-73.0416,155.4,4.5,mb,,133,0.962,0.54,us,us70003cw3,2019-04-27T07:05:20.040Z,"14km S of Piedecuesta, Colombia",earthquake,11.5,12.9,0.075,52,reviewed,us,us
2019-04-27T06:40:08.694Z,62.7876,-146.5846,15.3,3,ml,,,,0.76,ak,ak0195dlosov,2019-04-27T07:15:07.040Z,"92km NW of Glennallen, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-04-27T06:27:03.170Z,26.417,93.0488,46.19,4.8,mb,,111,1.367,0.58,us,us70003cvu,2019-04-27T14:42:19.122Z,"34km SE of Tezpur, India",earthquake,5.1,7.3,0.079,49,reviewed,us,us
2019-04-27T06:24:36.125Z,-18.1401,65.6376,10,4.7,mb,,59,2.681,1.27,us,us70003cvv,2019-04-27T06:41:41.040Z,"289km NE of Port Mathurin, Mauritius",earthquake,9.4,1.9,0.095,34,reviewed,us,us
2019-04-27T04:44:21.254Z,67.2566,-154.0701,0.1,3.5,ml,,,,0.91,ak,ak0195dkitb5,2019-04-27T04:53:39.040Z,"101km NW of New Allakaket, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-27T02:49:22.290Z,18.8863,-68.8246,68,3.25,md,17,151,0.5432,0.46,pr,pr2019117002,2019-04-27T21:27:13.040Z,"6km E of Miches, Dominican Republic",earthquake,7.03,2.89,0.39,14,reviewed,pr,pr
2019-04-27T02:38:37.100Z,40.3303333,-124.6136667,20.68,3.07,ml,48,239,0.2115,0.19,nc,nc73172710,2019-04-30T02:18:02.912Z,"28km W of Petrolia, CA",earthquake,0.75,0.33,0.224,10,reviewed,nc,nc
2019-04-27T00:57:31.464Z,37.2318,141.195,56.32,4.3,mb,,149,0.713,0.52,us,us70003cu7,2019-04-27T01:15:54.040Z,"32km SSE of Namie, Japan",earthquake,2.8,7.7,0.06,80,reviewed,us,us
2019-04-27T00:54:46.696Z,63.1104,-143.6399,0,2.7,ml,,,,1.03,ak,ak0195di79yy,2019-04-27T01:06:35.040Z,"41km SW of Tok, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-04-27T00:52:03.596Z,11.7572,125.1505,100.17,4.6,mb,,66,11.431,0.43,us,us70003cub,2019-04-27T02:37:02.040Z,"13km SE of Tutubigan, Philippines",earthquake,8.6,6.1,0.08,46,reviewed,us,us
2019-04-26T23:20:43.982Z,15.576,119.3247,10,4.6,mb,,102,7.391,0.71,us,us70003cty,2019-04-27T00:13:43.040Z,"61km WSW of Bolitoc, Philippines",earthquake,9.8,1.9,0.053,106,reviewed,us,us
2019-04-26T21:53:41.613Z,35.2103,27.8641,10,4.1,mb,,111,0.665,0.87,us,us70003cse,2019-04-26T22:06:19.040Z,"67km ESE of Karpathos, Greece",earthquake,5.2,1.9,0.116,21,reviewed,us,us
2019-04-26T21:40:51.471Z,35.1865,27.8481,10,4.1,mb,,121,0.666,1.28,us,us70003cs6,2019-04-26T21:55:41.040Z,"67km ESE of Karpathos, Greece",earthquake,3.5,2,0.097,29,reviewed,us,us
2019-04-26T21:22:46.088Z,9.8958,126.7346,10,4.8,mb,,48,3.031,0.8,us,us70003cry,2019-04-26T21:47:19.040Z,"64km E of General Luna, Philippines",earthquake,8.9,1.8,0.052,114,reviewed,us,us
2019-04-26T20:28:30.132Z,9.7892,126.5812,10,5.2,mww,,66,2.878,0.87,us,us70003cr0,2019-04-27T15:45:41.040Z,"46km E of General Luna, Philippines",earthquake,8.6,1.8,0.071,19,reviewed,us,us
2019-04-26T20:04:02.060Z,33.8933333,-116.2528333,2.62,2.6,ml,90,36,0.07342,0.16,ci,ci38334783,2019-04-29T18:16:03.580Z,"15km ENE of Thousand Palms, CA",earthquake,0.11,0.24,0.239,25,reviewed,ci,ci
2019-04-26T19:35:04.012Z,6.3314,60.1248,10,4.4,mb,,119,11.876,0.46,us,us70003cpv,2019-04-27T15:33:39.040Z,"Carlsberg Ridge",earthquake,11.1,1.9,0.086,39,reviewed,us,us
2019-04-26T19:11:28.222Z,9.9712,126.7173,10,4.8,mb,,114,3.094,0.84,us,us70003cp8,2019-04-27T15:30:08.040Z,"64km ENE of General Luna, Philippines",earthquake,9.4,1.8,0.061,82,reviewed,us,us
2019-04-26T19:10:14.181Z,-24.162,-176.2834,35,5.1,mb,,47,7.781,0.98,us,us70003cpb,2019-04-27T15:20:29.040Z,"South of the Fiji Islands",earthquake,9.2,1.1,0.059,92,reviewed,us,us
2019-04-26T18:56:17.612Z,-20.9112,-69.1186,111.81,4.4,mb,,42,0.368,0.69,us,us70003cnz,2019-04-27T14:04:48.040Z,"131km SE of Iquique, Chile",earthquake,4.6,3,0.148,13,reviewed,us,us
2019-04-26T17:19:13.234Z,28.263,104.9533,10,4.3,mb,,150,4.445,0.69,us,us70003cmh,2019-04-27T14:01:05.040Z,"27km W of Zhongcheng, China",earthquake,11.3,1.9,0.093,35,reviewed,us,us
2019-04-26T17:10:36.547Z,37.4046,55.6056,10,4.2,mb,,157,8.35,0.83,us,us70003cli,2019-04-27T13:45:43.040Z,"10km ENE of Kalaleh, Iran",earthquake,5.4,1.9,0.118,20,reviewed,us,us
2019-04-26T15:31:01.604Z,54.2629,-164.4528,10,3.6,mb,,184,0.785,0.95,us,us70003ck5,2019-04-26T20:09:20.841Z,"87km E of Akutan, Alaska",earthquake,11.1,2,0.176,8,reviewed,us,us
2019-04-26T15:04:10.264Z,5.264,-82.7831,10,5,mww,,156,3.508,1.08,us,us70003ciz,2019-04-26T17:13:51.743Z,"South of Panama",earthquake,5.2,1.9,0.071,19,reviewed,us,us
2019-04-26T14:40:20.770Z,38.7875,-122.7208333,1.68,2.54,md,63,36,,0.06,nc,nc73172430,2019-04-27T12:52:28.299Z,"3km WNW of Anderson Springs, CA",earthquake,0.13,0.2,0.223,37,reviewed,nc,nc
2019-04-26T13:59:45.950Z,38.0561667,-118.812,8.95,2.96,md,35,93,0.02914,0.05,nc,nc73172395,2019-04-27T02:06:02.485Z,"25km SE of Bodie, CA",earthquake,0.25,0.59,0.207,35,reviewed,nc,nc
2019-04-26T12:20:43.940Z,19.0073,-66.6336,49,3.04,md,9,301,0.5403,0.43,pr,pr2019116005,2019-04-26T17:23:11.196Z,"59km N of Arecibo, Puerto Rico",earthquake,2.57,5.6,0.13,4,reviewed,pr,pr
2019-04-26T12:05:27.189Z,-23.2139,-66.6245,216.43,4.4,mb,,32,1.454,1.23,us,us70003cex,2019-04-26T12:32:52.040Z,"95km W of El Aguilar, Argentina",earthquake,6.8,9,0.13,17,reviewed,us,us
2019-04-26T10:54:50.721Z,9.7771,126.7369,10,5,mb,,85,2.923,0.94,us,us70003cee,2019-04-26T11:14:24.040Z,"63km E of General Luna, Philippines",earthquake,8.6,1.9,0.043,177,reviewed,us,us
2019-04-26T10:09:36.048Z,-26.7041,-114.3752,10,4.6,mb,,178,4.434,0.69,us,us70003ceb,2019-04-26T11:02:45.040Z,"Easter Island region",earthquake,14.5,2,0.065,70,reviewed,us,us
2019-04-26T09:16:17.106Z,35.2198,27.7749,10,4.4,mb,,116,0.598,0.95,us,us70003ccr,2019-04-26T12:06:06.899Z,"60km ESE of Karpathos, Greece",earthquake,6.4,1.9,0.068,63,reviewed,us,us
2019-04-26T09:05:58.830Z,19.2543333,-155.5108333,6.28,2.56,ml,58,40,0.01267,0.17,hv,hv70925361,2019-04-26T21:40:42.690Z,"6km NNW of Pahala, Hawaii",earthquake,0.24,0.63,0.151,35,reviewed,hv,hv
2019-04-26T08:04:28.855Z,9.7969,126.4849,48.95,5.3,mww,,94,2.854,0.99,us,us70003cby,2019-04-26T11:47:07.786Z,"35km E of General Luna, Philippines",earthquake,9.1,6.9,0.073,18,reviewed,us,us
2019-04-26T06:22:32.125Z,-25.9127,-71.1294,16.64,5.5,mww,,101,0.531,1.6,us,us70003cb3,2019-04-29T03:13:23.391Z,"86km SW of Taltal, Chile",earthquake,4,4,0.071,19,reviewed,us,us
2019-04-26T06:04:20.414Z,9.8192,126.5291,10,5.1,mb,,88,2.889,0.92,us,us70003cb0,2019-04-27T06:20:17.040Z,"40km E of General Luna, Philippines",earthquake,8.3,1.8,0.05,129,reviewed,us,us
2019-04-26T05:27:06.996Z,9.7761,126.5781,67.44,5.2,mb,,46,2.864,0.8,us,us70003cam,2019-04-26T15:54:14.040Z,"46km E of General Luna, Philippines",earthquake,8.3,6,0.036,255,reviewed,us,us
2019-04-26T05:03:37.730Z,18.3688,-68.8901,96,2.54,md,7,242,0.529,0.87,pr,pr2019116003,2019-04-26T08:30:19.343Z,"10km SE of La Romana, Dominican Republic",earthquake,15.7,6.01,0.28,7,reviewed,pr,pr
2019-04-26T05:00:09.059Z,-7.0685,125.5705,523.59,4.6,mb,,41,2.964,0.7,us,us70003cag,2019-04-26T05:32:39.040Z,"164km N of Dili, East Timor",earthquake,11.5,8.5,,,reviewed,us,us
2019-04-26T03:54:06.554Z,-20.731,-176.6935,251.74,4.4,mb,,58,6.575,1.27,us,us70003cac,2019-04-26T04:27:54.040Z,"160km WNW of Havelu, Tonga",earthquake,11.5,6.3,0.05,117,reviewed,us,us
2019-04-26T03:48:06.840Z,18.5671,-66.6218,81,2.59,md,8,217,0.257,0.08,pr,pr2019116002,2019-04-26T08:30:04.119Z,"13km N of Animas, Puerto Rico",earthquake,0.83,0.57,0.29,8,reviewed,pr,pr
2019-04-26T00:37:01.803Z,51.2407,-177.9908,35,4.1,mb,,207,0.585,1.09,us,us70003c9l,2019-04-26T04:20:34.040Z,"72km S of Tanaga Volcano, Alaska",earthquake,2.3,2,0.041,162,reviewed,us,us
2019-04-25T23:41:31.585Z,-10.7421,161.8797,35.99,4.7,mb,,102,2.301,0.71,us,us70003c93,2019-04-26T04:23:32.040Z,"32km S of Kirakira, Solomon Islands",earthquake,10.9,7.9,0.053,110,reviewed,us,us
2019-04-25T23:37:59.166Z,23.5884,95.1868,35.38,4.5,mb,,117,1.032,0.77,us,us70003c8v,2019-04-26T04:28:30.040Z,"78km E of Mawlaik, Burma",earthquake,6.5,10,0.135,16,reviewed,us,us
2019-04-25T23:19:42.452Z,54.7871,-154.0067,10,2.9,ml,,233,2.474,0.68,us,us70003c8t,2019-04-26T00:13:27.040Z,"154km SE of Chirikof Island, Alaska",earthquake,10.2,2,0.06,36,reviewed,us,us
2019-04-25T22:46:10.249Z,66.3106,-156.9635,0.1,3.5,ml,,,,0.95,ak,ak0195ak6brv,2019-04-26T04:52:24.040Z,"66km S of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-25T21:57:46.019Z,-1.9282,122.4871,10,5.3,mww,,21,0.925,0.65,us,us70003c7k,2019-04-26T04:50:13.040Z,"113km SSW of Luwuk, Indonesia",earthquake,5.5,1.7,0.069,20,reviewed,us,us
2019-04-25T19:00:50.240Z,18.742,-68.1606,93,3.14,md,5,193,1.2828,0.11,pr,pr2019115012,2019-04-26T00:14:48.540Z,"31km NE of Punta Cana, Dominican Republic",earthquake,2.39,1.75,0.05,5,reviewed,pr,pr
2019-04-25T19:00:15.992Z,18.257,120.7041,43.41,4.6,mb,,153,5.018,1.14,us,us70003c3r,2019-04-26T01:17:00.257Z,"6km ENE of Vintar, Philippines",earthquake,11.8,10.1,0.052,110,reviewed,us,us
2019-04-25T18:20:54.456Z,50.6107,-175.2972,10,2.8,ml,,,,0.89,ak,ak0195ahn3gx,2019-04-25T19:08:22.910Z,"170km SE of Adak, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-04-25T17:04:07.630Z,19.3346667,-155.1783333,1.96,2.76,ml,57,84,0.04536,0.12,hv,hv70924416,2019-04-25T23:10:30.090Z,"12km SSE of Volcano, Hawaii",earthquake,0.22,0.46,0.152,41,reviewed,hv,hv
2019-04-25T16:45:49.280Z,-5.299,151.4894,109.79,5,mb,,85,1.289,0.57,us,us70003c1n,2019-04-26T16:35:25.040Z,"135km SW of Kokopo, Papua New Guinea",earthquake,6.8,7.3,0.075,59,reviewed,us,us
2019-04-25T15:16:15.350Z,18.335,-68.8028,150,3.17,md,13,185,0.4578,0.51,pr,pr2019115011,2019-04-26T21:26:59.317Z,"21km SE of La Romana, Dominican Republic",earthquake,5.25,2.14,0.49,10,reviewed,pr,pr
2019-04-25T15:15:52.944Z,-57.6543,-24.0377,10,4.7,mb,,109,20.41,0.74,us,us70003bz7,2019-04-26T16:27:28.040Z,"211km NE of Bristol Island, South Sandwich Islands",earthquake,15.1,1.9,0.102,29,reviewed,us,us
2019-04-25T15:09:31.730Z,33.5003333,-116.457,5.73,2.75,ml,115,16,0.03483,0.19,ci,ci38332375,2019-04-28T23:55:20.999Z,"21km ESE of Anza, CA",earthquake,0.1,0.31,0.133,142,reviewed,ci,ci
2019-04-25T15:03:16.433Z,30.6721,57.3171,10,4.4,mb,,40,5.57,0.97,us,us70003byn,2019-04-26T14:50:20.040Z,"48km NNE of Kerman, Iran",earthquake,5.3,1.8,0.067,64,reviewed,us,us
2019-04-25T14:37:00.650Z,18.2781,-67.849,108,2.87,md,5,180,0.3848,0.25,pr,pr2019115010,2019-04-25T17:15:18.284Z,"63km W of Rincon, Puerto Rico",earthquake,4.31,2.009,0.16,4,reviewed,pr,pr
2019-04-25T14:02:30.260Z,19.337,-155.178,6.38,2.8,ml,58,82,0.04302,0.1,hv,hv70924251,2019-04-25T22:31:41.630Z,"12km SSE of Volcano, Hawaii",earthquake,0.25,0.36,0.146,40,reviewed,hv,hv
2019-04-25T12:21:50.710Z,18.6906,-66.7451,17,2.65,md,14,234,0.3034,0.46,pr,pr2019115008,2019-04-25T12:43:01.734Z,"23km NNE of Carrizales, Puerto Rico",earthquake,1.62,1.44,0.38,13,reviewed,pr,pr
2019-04-25T12:04:58.640Z,19.1386,-68.0115,94,3.17,md,3,227,1.4861,0.29,pr,pr2019115009,2019-04-25T17:15:07.636Z,"74km NNE of Punta Cana, Dominican Republic",earthquake,12.49,8.38,0.13,3,reviewed,pr,pr
2019-04-25T11:42:48.468Z,-57.8726,-24.6703,54.57,5.1,mb,,117,7.525,0.58,us,us70003bwd,2019-04-25T11:59:01.040Z,"168km NE of Bristol Island, South Sandwich Islands",earthquake,13.9,9.8,0.092,38,reviewed,us,us
2019-04-25T11:02:08.476Z,7.7198,126.5561,73.66,4.8,mb,,116,1.164,0.85,us,us70003bvs,2019-04-25T21:07:10.361Z,"2km NNE of Kinablangan, Philippines",earthquake,5,7.4,0.048,135,reviewed,us,us
2019-04-25T10:14:45.980Z,18.4975,-67.3,97,2.91,md,18,179,0.1912,0.25,pr,pr2019115006,2019-04-25T11:02:12.924Z,"17km WNW of Aguadilla, Puerto Rico",earthquake,1.27,0.78,0.26,18,reviewed,pr,pr
2019-04-25T09:53:43.400Z,18.5971,-66.7721,81,2.83,md,3,228,0.2511,0.09,pr,pr2019115007,2019-04-25T11:54:43.589Z,"12km N of Carrizales, Puerto Rico",earthquake,1.22,1.03,0.01,3,reviewed,pr,pr
2019-04-25T09:46:29.075Z,61.323,-150.9798,54.4,2.5,ml,,,,0.55,ak,ak0195acfqen,2019-04-25T16:00:58.571Z,"59km WNW of Anchorage, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-04-25T06:51:37.364Z,58.1042,-154.6537,5.8,2.5,ml,,,,0.71,ak,ak0195aaoitk,2019-04-25T21:20:43.870Z,"74km NNW of Larsen Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-04-25T05:46:55.261Z,64.6746,-149.2311,22.2,2.9,ml,,,,0.62,ak,ak0195aa220w,2019-04-25T07:02:49.634Z,"12km NNW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-04-25T05:31:18.742Z,61.4808,-149.9108,26.3,3.1,ml,,,,0.66,ak,ak0195a9yrea,2019-04-26T05:33:16.852Z,"10km S of Big Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-04-25T04:23:06.670Z,19.0103,-64.9943,31,2.89,md,12,335,1.2182,0.24,pr,pr2019115004,2019-04-25T09:03:54.323Z,"74km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.04,16.149,0.3,12,reviewed,pr,pr
2019-04-25T04:15:00.780Z,19.4813,-68.2173,91,3.34,md,10,229,0.9812,0.24,pr,pr2019115003,2019-04-25T09:03:33.190Z,"101km N of Punta Cana, Dominican Republic",earthquake,2.23,2.82,0.09,9,reviewed,pr,pr
2019-04-25T04:13:00.786Z,61.3979,-149.9688,19.4,2.5,ml,,,,0.75,ak,ak0195a99fll,2019-04-25T16:03:59.531Z,"13km S of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-04-25T04:10:34.350Z,18.8705,-64.9571,42,2.6,md,8,336,1.1514,0.29,pr,pr2019115002,2019-04-25T09:03:05.954Z,"58km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.51,12.77,0.47,8,reviewed,pr,pr
2019-04-25T02:42:14.059Z,57.1992,-152.8732,16.2,2.6,ml,,,,0.96,ak,ak0195a88t5l,2019-04-25T02:45:53.751Z,"65km SSW of Kodiak Station, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-04-25T01:34:57.524Z,69.6209,-144.1427,8,2.7,ml,,,,0.85,ak,ak0195a7lr5f,2019-04-25T01:47:11.661Z,"60km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-25T01:34:09.608Z,3.1749,128.3786,36.99,4.7,mb,,122,2.592,1.16,us,us70003brx,2019-04-25T01:53:11.040Z,"165km NNE of Tobelo, Indonesia",earthquake,10.2,8.9,0.097,32,reviewed,us,us
2019-04-24T23:27:53.548Z,24.1892,142.8728,10,4.9,mb,,104,2.96,1.3,us,us70003bqw,2019-04-24T23:48:50.040Z,"169km ESE of Iwo Jima, Japan",earthquake,9.5,1.7,0.048,137,reviewed,us,us
2019-04-24T23:18:08.419Z,-20.7805,-177.8239,457.66,4.9,mb,,49,4.928,1.08,us,us70003bqn,2019-04-24T23:35:41.040Z,"92km E of Ndoi Island, Fiji",earthquake,6.1,7.5,0.031,328,reviewed,us,us
2019-04-24T20:49:03.960Z,40.4065,-124.6573333,22.14,2.65,md,25,262,0.2537,0.19,nc,nc73171390,2019-04-25T06:20:03.246Z,"33km WNW of Petrolia, CA",earthquake,1.02,0.65,0.156,45,reviewed,nc,nc
2019-04-24T18:57:31.695Z,-21.507,-68.5159,149.89,5.4,mww,,47,0.734,1.86,us,us70003bi7,2019-04-25T18:59:22.637Z,"114km NNE of Calama, Chile",earthquake,7.3,7.1,0.073,18,reviewed,us,us
2019-04-24T18:42:12.210Z,-0.3652,125.901,42.63,5.1,mb,,46,1.85,1.07,us,us70003bhw,2019-04-24T18:59:11.040Z,"169km NNE of Dofa, Indonesia",earthquake,7,7.2,0.058,95,reviewed,us,us
2019-04-24T16:47:17.960Z,40.3475,-124.7828333,13.03,2.83,ml,43,234,0.3417,0.15,nc,nc73171290,2019-04-24T22:37:02.408Z,"42km W of Petrolia, CA",earthquake,0.62,1.07,0.172,12,reviewed,nc,nc
2019-04-24T16:36:15.627Z,-3.1752,142.8347,10,4.9,mb,,69,4.664,0.84,us,us70003bfn,2019-04-24T21:51:48.040Z,"54km E of Aitape, Papua New Guinea",earthquake,9.2,1.9,0.082,46,reviewed,us,us
2019-04-24T15:55:28.806Z,28.2612,103.538,10,4.5,mb,,77,5.577,1.31,us,us70003bf3,2019-04-24T21:25:07.040Z,"3km W of Jincheng, China",earthquake,6.8,1.7,0.086,40,reviewed,us,us
2019-04-24T13:32:13.582Z,-24.2099,-67.3117,188.68,4.4,mb,,57,1.483,0.84,us,us70003bc5,2019-04-27T05:53:54.040Z,"100km W of San Antonio de los Cobres, Argentina",earthquake,9.8,10,0.219,6,reviewed,us,us
2019-04-24T11:56:42.794Z,34.8858,82.599,10,4.5,mb,,86,7.786,0.54,us,us70003bb4,2019-04-24T12:28:08.040Z,"Western Xizang",earthquake,8.4,1.9,0.075,53,reviewed,us,us
2019-04-24T11:34:38.421Z,54.3931,-163.7709,62.7,2.5,ml,,,,0.54,ak,ak01958q0pdw,2019-04-24T19:27:14.527Z,"55km SSW of False Pass, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2019-04-24T10:56:54.100Z,36.1358333,-89.4398333,14.16,3.69,mw,79,60,0.05408,0.12,nm,nm60268341,2019-04-30T06:35:50.695Z,"12km NNW of Dyersburg, Tennessee",earthquake,0.15,0.22,,50,reviewed,nm,nm
2019-04-24T10:44:34.170Z,18.9015,-67.883,16,2.89,md,10,205,0.6314,0.78,pr,pr2019114006,2019-04-24T12:35:30.040Z,"69km ENE of Punta Cana, Dominican Republic",earthquake,4.58,9.03,0.25,7,reviewed,pr,pr
2019-04-24T10:12:23.385Z,55.8025,-149.1741,8.2,2.6,ml,,,,0.78,ak,ak01958pakc5,2019-04-24T19:03:46.915Z,"296km SE of Kodiak, Alaska",earthquake,,13.4,,,reviewed,ak,ak
2019-04-24T10:05:56.879Z,-8.1061,29.5175,10,4.6,mb,,82,7.245,0.57,us,us70003b9j,2019-04-24T10:30:30.040Z,"43km NNW of Kaputa, Zambia",earthquake,6.7,2,0.142,15,reviewed,us,us
2019-04-24T08:17:33.146Z,66.2359,-157.2932,0,2.8,ml,,,,0.75,ak,ak01958o4qtb,2019-04-30T13:58:01.040Z,"77km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-24T07:06:59.010Z,18.8793,-66.3896,15,2.54,md,7,298,0.6454,0.55,pr,pr2019114005,2019-04-24T12:30:51.656Z,"45km N of Brenas, Puerto Rico",earthquake,2.79,4.15,0.13,6,reviewed,pr,pr
