time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-04-24T06:24:32.746Z,-21.4883,-69.9157,49.08,4.8,mb,,130,0.596,1.29,us,us70003b79,2019-04-24T06:41:51.051Z,"72km NNE of Tocopilla, Chile",earthquake,6,10.1,0.155,13,reviewed,us,us
2019-04-24T06:14:32.079Z,2.5906,128.2718,42.61,4.6,mb,,122,2.02,0.63,us,us70003b78,2019-04-30T13:53:00.040Z,"99km NNE of Tobelo, Indonesia",earthquake,4.8,9.6,0.1,30,reviewed,us,us
2019-04-24T04:44:32.071Z,51.6734,159.7477,35,4.5,mb,,156,1.51,0.61,us,us70003b67,2019-04-24T04:58:36.040Z,"167km SSE of Vilyuchinsk, Russia",earthquake,9.3,2,0.081,45,reviewed,us,us
2019-04-24T04:41:22.519Z,-58.3938,-29.8353,10,5,mb,,114,19.641,0.44,us,us70003b65,2019-04-24T04:52:55.040Z,"205km WNW of Bristol Island, South Sandwich Islands",earthquake,9.4,1.9,0.106,28,reviewed,us,us
2019-04-24T04:02:42.823Z,51.6594,160.388,10,4.6,mb,,195,1.733,0.96,us,us70003b5s,2019-04-24T04:25:30.040Z,"194km SE of Petropavlovsk-Kamchatskiy, Russia",earthquake,8.1,2,0.146,14,reviewed,us,us
2019-04-24T03:43:53.805Z,7.9974,126.7185,59.48,4.9,mb,,134,1.458,1.01,us,us70003b5k,2019-04-24T04:08:34.948Z,"30km E of Santa Maria, Philippines",earthquake,10.3,7.6,0.091,38,reviewed,us,us
2019-04-24T03:28:25.993Z,2.3086,128.3107,109.22,4.9,mb,,112,1.794,0.92,us,us70003b5i,2019-04-24T03:51:43.040Z,"72km NNE of Tobelo, Indonesia",earthquake,6.6,7.2,0.055,102,reviewed,us,us
2019-04-24T02:40:02.017Z,66.3043,-157.1673,5.4,3.4,ml,,,,0.59,ak,ak01958kp09o,2019-04-24T21:36:31.040Z,"68km S of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-04-24T02:28:56.270Z,19.4281,-68.2268,78,3.26,md,17,216,0.9271,0.44,pr,pr2019114000,2019-04-24T03:21:55.974Z,"95km N of Punta Cana, Dominican Republic",earthquake,3,4.91,0.35,11,reviewed,pr,pr
2019-04-24T02:17:18.896Z,2.3339,128.2849,108.33,5,mb,,106,1.802,0.91,us,us70003b4v,2019-04-24T02:34:08.040Z,"73km NNE of Tobelo, Indonesia",earthquake,9,5.8,0.075,56,reviewed,us,us
2019-04-24T02:04:05.977Z,-6.1213,149.6819,61.44,4.9,mb,,84,3.128,0.9,us,us70003b4p,2019-04-24T03:57:32.383Z,"18km NE of Kandrian, Papua New Guinea",earthquake,7.8,6.8,0.056,100,reviewed,us,us
2019-04-24T02:02:50.180Z,37.382,-118.5451667,8.42,2.58,md,31,58,0.0322,0.06,nc,nc73170935,2019-04-29T17:46:45.199Z,"6km SE of Round Valley, CA",earthquake,0.41,1.07,0.229,34,reviewed,nc,nc
2019-04-24T02:02:28.370Z,19.0811667,-156.1835,31.68,3.17,ml,46,272,0.3229,0.12,hv,hv70922476,2019-04-28T03:35:29.328Z,"44km W of Hawaiian Ocean View, Hawaii",earthquake,0.65,1.26,0.173,39,reviewed,hv,hv
2019-04-24T00:44:32.326Z,27.7993,85.027,28.69,4.7,mb,,60,1.587,0.86,us,us70003b3q,2019-04-27T10:44:14.676Z,"27km WNW of Kirtipur, Nepal",earthquake,6.7,3.9,0.044,155,reviewed,us,us
2019-04-24T00:24:13.120Z,18.7068,-68.9098,110,3.15,md,17,135,0.5625,0.46,pr,pr2019114001,2019-04-24T04:58:08.442Z,"15km ESE of Santa Cruz de El Seibo, Dominican Republic",earthquake,4.76,2.9,0.54,10,reviewed,pr,pr
2019-04-23T22:41:24.200Z,31.9075,-115.8211667,9.7,2.58,ml,12,170,0.145,0.16,ci,ci38329303,2019-04-23T23:44:56.955Z,"71km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.43,0.61,0.199,57,reviewed,ci,ci
2019-04-23T22:35:37.476Z,-12.756,45.4409,10,4.6,mb,,80,6.459,0.85,us,us70003b17,2019-04-23T22:52:21.040Z,"17km ENE of Pamandzi, Mayotte",earthquake,7.7,1.9,0.128,18,reviewed,us,us
2019-04-23T22:07:26.046Z,37.2459,-115.0344,6.9,2.6,ml,7,75.63,0.161,0.2084,nn,nn00683004,2019-04-24T02:05:18.910Z,"17km SE of Alamo, Nevada",earthquake,,13.4,0.34,5,reviewed,nn,nn
2019-04-23T21:15:10.030Z,35.47,-115.5395,-1.06,2.52,ml,15,74,0.01816,0.16,ci,ci38329143,2019-04-24T02:05:13.940Z,"21km SW of Primm, NV",quarry blast,0.32,31.61,0.133,36,reviewed,ci,ci
2019-04-23T20:59:39.275Z,55.7402,-149.2761,8.76,3.3,ml,,244,2.675,0.92,us,us70003azl,2019-04-24T18:50:50.040Z,"297km SE of Kodiak, Alaska",earthquake,9.6,9.1,0.053,46,reviewed,us,us
2019-04-23T20:15:50.804Z,28.414,94.5988,14,5.9,mww,,15,3.299,0.98,us,us70003axc,2019-04-27T07:47:02.366Z,"31km NNW of Along, India",earthquake,6.8,1.8,0.062,25,reviewed,us,us
2019-04-23T20:10:51.458Z,57.1423,-150.3971,10.4,2.7,ml,,,,0.71,ak,ak019577pb64,2019-04-24T17:33:03.040Z,"142km ESE of Kodiak, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2019-04-23T20:04:34.063Z,66.3384,-157.4403,6.1,2.8,ml,,,,0.76,ak,ak019577ntb8,2019-04-24T17:11:38.040Z,"67km SSW of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-04-23T19:23:39.439Z,54.8085,164.5197,10,4.6,mb,,74,3.904,0.64,us,us70003awa,2019-04-24T16:25:19.040Z,"103km WSW of Nikol'skoye, Russia",earthquake,9.3,1.8,0.037,221,reviewed,us,us
2019-04-23T18:02:59.987Z,14.9108,120.5743,53.44,4.7,mb,,118,7.879,0.75,us,us70003av0,2019-04-24T16:10:44.505Z,"1km ESE of Santa Cruz, Philippines",earthquake,9.1,7.5,0.046,144,reviewed,us,us
2019-04-23T17:59:24.840Z,18.8371,-66.7951,41,2.78,md,15,251,0.4474,0.39,pr,pr2019113011,2019-04-24T15:45:36.040Z,"36km N of Hatillo, Puerto Rico",earthquake,1.43,3.82,0.29,10,reviewed,pr,pr
2019-04-23T17:53:49.118Z,40.5221,-127.0067,10,3.7,mwr,,198,2.204,0.8,us,us70003aud,2019-04-24T15:42:11.040Z,"232km W of Ferndale, California",earthquake,8.2,2,0.068,21,reviewed,us,us
2019-04-23T16:50:53.650Z,33.3606667,-116.3948333,11.77,2.75,ml,110,22,0.04102,0.19,ci,ci38328295,2019-04-24T18:09:59.672Z,"12km N of Borrego Springs, CA",earthquake,0.12,0.37,0.283,26,reviewed,ci,ci
2019-04-23T16:37:09.899Z,-40.3132,176.012,35,4.4,mb,,100,0.407,0.22,us,us70003asw,2019-04-24T09:30:40.030Z,"33km E of Palmerston North, New Zealand",earthquake,4.8,2,0.22,6,reviewed,us,us
2019-04-23T16:05:21.121Z,56.5268,-148.7031,19.96,3.5,ml,,252,2.46,0.48,us,us70003arc,2019-04-23T17:59:14.040Z,"264km ESE of Kodiak, Alaska",earthquake,11,10.5,0.057,40,reviewed,us,us
2019-04-23T15:38:57.942Z,66.3164,-156.935,0,3.4,ml,,,,0.74,ak,ak019574vzgj,2019-04-23T16:07:23.672Z,"65km S of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-04-23T15:32:43.413Z,66.2945,-157.2105,7.3,4.5,ml,,,,0.74,ak,ak019574uo3u,2019-04-24T01:02:41.040Z,"69km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-04-23T15:22:54.414Z,-23.7862,179.9588,551.65,4.6,mb,,129,6.269,0.67,us,us70003aq1,2019-04-23T17:56:02.040Z,"South of the Fiji Islands",earthquake,14,10.8,0.05,120,reviewed,us,us
2019-04-23T14:20:17.736Z,-24.7253,-178.7502,385.55,6,mww,,34,7.558,1.05,us,us70003an0,2019-04-24T14:21:46.279Z,"South of the Fiji Islands",earthquake,10.5,3.8,0.049,40,reviewed,us,us
2019-04-23T13:39:51.756Z,66.2884,-157.1974,3.9,3.6,ml,,,,0.66,ak,ak019573pbk7,2019-04-24T01:22:32.040Z,"70km SSW of Kobuk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-04-23T10:24:40.243Z,33.5499,45.6313,10,4.3,mb,,100,1.564,0.74,us,us70003alr,2019-04-23T13:57:34.040Z,"23km SSE of Mandali, Iraq",earthquake,6.3,1.6,0.081,43,reviewed,us,us
2019-04-23T10:16:15.092Z,-18.3813,-70.4331,73.52,4.1,mb,,127,0.087,1.3,us,us70003alj,2019-04-23T13:23:26.040Z,"17km NW of Arica, Chile",earthquake,7.3,3.9,0.131,16,reviewed,us,us
2019-04-23T10:06:45.453Z,56.2707,-148.7413,10,3.5,ml,,234,2.59,0.8,us,us70003als,2019-04-30T09:59:52.040Z,"279km SE of Kodiak, Alaska",earthquake,4.9,2,0.041,80,reviewed,us,us
2019-04-23T09:42:06.180Z,32.9051667,-115.5123333,7.8,2.92,ml,74,33,0.04086,0.33,ci,ci38327599,2019-04-24T18:07:51.108Z,"8km NE of Imperial, CA",earthquake,0.23,0.56,0.161,92,reviewed,ci,ci
2019-04-23T09:03:33.130Z,32.9456667,-88.0328333,0.46,2.61,md,10,97,0.2544,0.37,se,se60081623,2019-04-23T13:16:45.510Z,"17km NW of Eutaw, Alabama",earthquake,0.78,0.17,0.083,6,reviewed,se,se
2019-04-23T08:58:23.324Z,43.662,-127.4693,10,3.9,mb,,191,2.481,1.15,us,us70003aks,2019-04-23T13:37:01.040Z,"255km WNW of Bandon, Oregon",earthquake,7.2,2,0.089,40,reviewed,us,us
2019-04-23T08:58:14.222Z,41.5486,19.5233,10,4.5,mb,,35,0.325,0.6,us,us70003akn,2019-04-30T08:07:36.040Z,"14km WSW of Mamurras, Albania",earthquake,3.3,1.8,0.243,5,reviewed,us,us
2019-04-23T08:17:59.344Z,-32.5825,-69.4464,127.29,4.5,mb,,128,0.948,0.82,us,us70003akh,2019-04-30T06:49:51.040Z,"67km WNW of Mendoza, Argentina",earthquake,6.9,7.6,0.125,19,reviewed,us,us
2019-04-23T06:41:13.050Z,11.7496,125.1778,56.3,4.8,mb,,113,9.287,0.8,us,us70003ak7,2019-04-23T07:32:04.040Z,"16km SE of Tutubigan, Philippines",earthquake,11.2,7,0.062,81,reviewed,us,us
2019-04-23T05:47:53.250Z,19.507,-65.6095,18,3.29,md,21,280,1.2884,0.58,pr,pr2019113004,2019-04-29T11:59:07.040Z,"103km N of Suarez, Puerto Rico",earthquake,5.92,11.95,0.4,16,reviewed,pr,pr
2019-04-23T05:37:52.979Z,11.8458,125.1869,54,6.4,mww,,16,4.761,1.38,us,us70003aj3,2019-04-25T12:47:02.478Z,"13km E of Tutubigan, Philippines",earthquake,7.8,1.9,0.042,54,reviewed,us,us
2019-04-23T04:52:01.962Z,-20.0376,-173.0654,10,5.2,mb,,74,3.109,1.47,us,us70003aix,2019-04-23T05:20:28.040Z,"137km ESE of Pangai, Tonga",earthquake,9.2,1.8,0.047,150,reviewed,us,us
2019-04-23T04:28:29.330Z,19.0906,-65.9018,10,2.7,md,7,304,0.95,0.22,pr,pr2019113008,2019-04-23T09:20:19.968Z,"72km NNE of San Juan, Puerto Rico",earthquake,6.95,9.2,0.44,7,reviewed,pr,pr
2019-04-23T03:24:03.130Z,32.9038333,-115.5113333,17.01,3.73,mw,98,27,0.04161,0.29,ci,ci38327303,2019-04-26T22:04:59.407Z,"8km NE of Imperial, CA",earthquake,0.18,0.48,,4,reviewed,ci,ci
2019-04-23T03:11:58.390Z,32.1741667,-115.1468333,24.34,2.63,ml,18,227,0.1417,0.25,ci,ci38327295,2019-04-24T18:08:55.264Z,"6km SSE of Alberto Oviedo Mota, B.C., MX",earthquake,0.81,1.17,0.149,47,reviewed,ci,ci
2019-04-23T01:56:11.320Z,18.7576,-67.9228,117,3.1,md,3,205,1.0194,0.03,pr,pr2019113006,2019-04-23T08:16:44.240Z,"54km ENE of Punta Cana, Dominican Republic",earthquake,3.24,1.49,0.03,3,reviewed,pr,pr
2019-04-23T01:09:10.360Z,36.2893333,-89.5228333,8.68,2.51,md,52,29,0.03461,0.11,nm,nm60268121,2019-04-24T11:11:57.559Z,"5km NW of Ridgely, Tennessee",earthquake,0.14,0.32,0.058,34,reviewed,nm,nm
2019-04-23T01:09:10.070Z,18.7235,-68.2348,143,3.12,md,5,198,0.2558,0.24,pr,pr2019113001,2019-04-23T08:15:09.720Z,"23km NE of Punta Cana, Dominican Republic",earthquake,10.6,2.66,0.16,3,reviewed,pr,pr
2019-04-23T00:36:53.203Z,21.5653,61.9724,10,4.7,mb,,107,6.28,0.75,us,us70003ahl,2019-04-26T04:31:51.040Z,"275km ESE of Sur, Oman",earthquake,10.1,1.9,0.052,111,reviewed,us,us
